
Sujet,Bloc,Stim,Hits,FA,Miss,RC,RT,Similarity,m_ppo,m_td,m_iti,t_pi,t_td,m_density,Uncertainty
7,6,mask_ppo_4_td_01_target_fq_1000_td_002,1,0,0,0,9473.0,80.0,4.0,0.1,1500.0,1000.0,0.02,1.0,29.0
7,6,mask_ppo_4_td_01_target_fq_2045_td_01,1,0,0,0,4595.0,0.0,4.0,0.1,1500.0,2045.0,0.1,1.0,29.0
7,6,mask_ppo_4_td_01_target_fq_489_td_002,0,0,1,0,0.0,80.0,4.0,0.1,1500.0,489.0,0.02,1.0,29.0
7,6,mask_ppo_56_td_009,0,0,0,1,0.0,,56.0,0.09,1500.0,,,17.0,
7,6,mask_ppo_56_td_01,0,0,0,1,0.0,,56.0,0.1,1500.0,,,17.0,
7,6,mask_ppo_64_td_002_target_fq_1430_td_002,1,0,0,0,8500.0,0.0,64.0,0.02,1500.0,1430.0,0.02,18.0,463.0
7,6,mask_ppo_64_td_002_target_fq_1430_td_01,1,0,0,0,3262.0,-80.0,64.0,0.02,1500.0,1430.0,0.1,18.0,463.0
7,6,mask_ppo_64_td_002_target_fq_489_td_002,1,0,0,0,9235.0,0.0,64.0,0.02,1500.0,489.0,0.02,18.0,463.0
7,6,mask_ppo_64_td_006,0,0,0,1,0.0,,64.0,0.06,1500.0,,,19.0,463.0
7,6,mask_ppo_64_td_006_target_fq_1000_td_002,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,1000.0,0.02,19.0,463.0
7,6,mask_ppo_64_td_006_target_fq_2924_td_002,1,0,0,0,8148.0,40.0,64.0,0.06,1500.0,2924.0,0.02,19.0,463.0
7,6,mask_ppo_64_td_006_target_fq_489_td_01,1,0,0,0,7261.0,-40.0,64.0,0.06,1500.0,489.0,0.1,19.0,463.0
7,6,mask_ppo_64_td_008,0,0,0,1,0.0,,64.0,0.08,1500.0,,,19.0,463.0
7,6,mask_ppo_64_td_01_target_fq_1000_td_01,1,0,0,0,9872.0,0.0,64.0,0.1,1500.0,1000.0,0.1,19.0,463.0
7,6,mask_ppo_64_td_01_target_fq_2045_td_01,0,0,1,0,0.0,0.0,64.0,0.1,1500.0,2045.0,0.1,19.0,463.0
7,6,mask_ppo_64_td_01_target_fq_489_td_01,0,0,1,0,0.0,0.0,64.0,0.1,1500.0,489.0,0.1,19.0,463.0
7,6,mask_ppo_8_td_004,0,1,0,0,3768.0,,8.0,0.04,1500.0,,,2.0,58.0
8,1,mask_ppo_16_td_002_target_fq_1430_td_006,1,0,0,0,3768.0,-40.0,16.0,0.02,1500.0,1430.0,0.06,4.0,115.0
8,1,mask_ppo_16_td_002_target_fq_1430_td_01,1,0,0,0,9089.0,-80.0,16.0,0.02,1500.0,1430.0,0.1,4.0,115.0
8,1,mask_ppo_16_td_002_target_fq_699_td_002,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,699.0,0.02,4.0,115.0
8,1,mask_ppo_16_td_006_target_fq_1000_td_006,0,0,1,0,0.0,0.0,16.0,0.06,1500.0,1000.0,0.06,5.0,115.0
8,1,mask_ppo_16_td_006_target_fq_2045_td_006,0,0,1,0,0.0,0.0,16.0,0.06,1500.0,2045.0,0.06,5.0,115.0
8,1,mask_ppo_16_td_006_target_fq_489_td_002,1,0,0,0,9073.0,40.0,16.0,0.06,1500.0,489.0,0.02,5.0,115.0
8,1,mask_ppo_16_td_008,0,0,0,1,0.0,,16.0,0.08,1500.0,,,5.0,115.0
8,1,mask_ppo_16_td_01_target_fq_1430_td_01,1,0,0,0,9031.0,0.0,16.0,0.1,1500.0,1430.0,0.1,5.0,115.0
8,1,mask_ppo_16_td_01_target_fq_2924_td_002,1,0,0,0,4527.0,80.0,16.0,0.1,1500.0,2924.0,0.02,5.0,115.0
8,1,mask_ppo_16_td_01_target_fq_699_td_002,1,0,0,0,8506.0,80.0,16.0,0.1,1500.0,699.0,0.02,5.0,115.0
8,1,mask_ppo_24_td_005,0,1,0,0,9094.0,,24.0,0.05,1500.0,,,7.0,
8,1,mask_ppo_32_td_002,0,1,0,0,9068.0,,32.0,0.02,1500.0,,,9.0,232.0
8,1,mask_ppo_40_td_003,0,1,0,0,8998.0,,40.0,0.03,1500.0,,,11.0,
8,1,mask_ppo_40_td_005,0,1,0,0,8978.0,,40.0,0.05,1500.0,,,11.0,
8,1,mask_ppo_40_td_007,0,1,0,0,8982.0,,40.0,0.07,1500.0,,,12.0,
8,1,mask_ppo_48_td_004,0,1,0,0,9059.0,,48.0,0.04,1500.0,,,14.0,
8,1,mask_ppo_48_td_009,0,1,0,0,9017.0,,48.0,0.09,1500.0,,,14.0,
8,1,mask_ppo_4_td_002_target_fq_1000_td_002,0,0,1,0,0.0,0.0,4.0,0.02,1500.0,1000.0,0.02,1.0,29.0
8,1,mask_ppo_4_td_002_target_fq_1430_td_01,1,0,0,0,9154.0,-80.0,4.0,0.02,1500.0,1430.0,0.1,1.0,29.0
8,1,mask_ppo_4_td_006_target_fq_1430_td_002,1,0,0,0,9093.0,40.0,4.0,0.06,1500.0,1430.0,0.02,1.0,29.0
8,1,mask_ppo_4_td_006_target_fq_2045_td_006,1,0,0,0,9865.0,0.0,4.0,0.06,1500.0,2045.0,0.06,1.0,29.0
8,1,mask_ppo_4_td_006_target_fq_489_td_006,0,0,1,0,0.0,0.0,4.0,0.06,1500.0,489.0,0.06,1.0,29.0
8,1,mask_ppo_4_td_006_target_fq_699_td_006,1,0,0,0,9052.0,0.0,4.0,0.06,1500.0,699.0,0.06,1.0,29.0
8,1,mask_ppo_4_td_008,0,0,0,1,0.0,,4.0,0.08,1500.0,,,1.0,29.0
8,1,mask_ppo_4_td_01_target_fq_1430_td_01,0,0,1,0,0.0,0.0,4.0,0.1,1500.0,1430.0,0.1,1.0,29.0
8,1,mask_ppo_4_td_01_target_fq_2924_td_002,1,0,0,0,4818.0,80.0,4.0,0.1,1500.0,2924.0,0.02,1.0,29.0
8,1,mask_ppo_4_td_01_target_fq_489_td_006,1,0,0,0,9084.0,40.0,4.0,0.1,1500.0,489.0,0.06,1.0,29.0
8,1,mask_ppo_56_td_008,0,1,0,0,9046.0,,56.0,0.08,1500.0,,,17.0,
8,1,mask_ppo_64_td_002_target_fq_2924_td_002,1,0,0,0,9050.0,0.0,64.0,0.02,1500.0,2924.0,0.02,18.0,463.0
8,1,mask_ppo_64_td_002_target_fq_2924_td_01,1,0,0,0,5560.0,-80.0,64.0,0.02,1500.0,2924.0,0.1,18.0,463.0
8,1,mask_ppo_64_td_002_target_fq_699_td_006,1,0,0,0,9013.0,-40.0,64.0,0.02,1500.0,699.0,0.06,18.0,463.0
8,1,mask_ppo_64_td_006_target_fq_1430_td_006,1,0,0,0,9266.0,0.0,64.0,0.06,1500.0,1430.0,0.06,19.0,463.0
8,1,mask_ppo_64_td_006_target_fq_2924_td_01,1,0,0,0,9033.0,-40.0,64.0,0.06,1500.0,2924.0,0.1,19.0,463.0
8,1,mask_ppo_64_td_006_target_fq_699_td_006,1,0,0,0,8994.0,0.0,64.0,0.06,1500.0,699.0,0.06,19.0,463.0
8,1,mask_ppo_64_td_007,0,1,0,0,8998.0,,64.0,0.07,1500.0,,,19.0,463.0
8,1,mask_ppo_64_td_01_target_fq_1000_td_006,0,0,1,0,0.0,40.0,64.0,0.1,1500.0,1000.0,0.06,19.0,463.0
8,1,mask_ppo_64_td_01_target_fq_2045_td_006,1,0,0,0,8988.0,40.0,64.0,0.1,1500.0,2045.0,0.06,19.0,463.0
8,1,mask_ppo_64_td_01_target_fq_489_td_002,1,0,0,0,9045.0,80.0,64.0,0.1,1500.0,489.0,0.02,19.0,463.0
8,1,mask_ppo_8_td_008,0,1,0,0,9108.0,,8.0,0.08,1500.0,,,2.0,58.0
8,2,mask_ppo_16_td_002_target_fq_2045_td_006,1,0,0,0,9117.0,-40.0,16.0,0.02,1500.0,2045.0,0.06,4.0,115.0
8,2,mask_ppo_16_td_002_target_fq_489_td_01,1,0,0,0,9279.0,-80.0,16.0,0.02,1500.0,489.0,0.1,4.0,115.0
8,2,mask_ppo_16_td_003,0,1,0,0,9129.0,,16.0,0.03,1500.0,,,5.0,115.0
8,2,mask_ppo_16_td_006,0,1,0,0,9063.0,,16.0,0.06,1500.0,,,5.0,115.0
8,2,mask_ppo_16_td_006_target_fq_1430_td_01,1,0,0,0,9388.0,-40.0,16.0,0.06,1500.0,1430.0,0.1,5.0,115.0
8,2,mask_ppo_16_td_006_target_fq_2924_td_002,1,0,0,0,2632.0,40.0,16.0,0.06,1500.0,2924.0,0.02,5.0,115.0
8,2,mask_ppo_16_td_006_target_fq_699_td_01,0,0,1,0,0.0,-40.0,16.0,0.06,1500.0,699.0,0.1,5.0,115.0
8,2,mask_ppo_16_td_01,0,1,0,0,9188.0,,16.0,0.1,1500.0,,,5.0,115.0
8,2,mask_ppo_16_td_01_target_fq_1000_td_01,1,0,0,0,9010.0,0.0,16.0,0.1,1500.0,1000.0,0.1,5.0,115.0
8,2,mask_ppo_16_td_01_target_fq_2045_td_01,1,0,0,0,5602.0,0.0,16.0,0.1,1500.0,2045.0,0.1,5.0,115.0
8,2,mask_ppo_16_td_01_target_fq_489_td_01,1,0,0,0,8991.0,0.0,16.0,0.1,1500.0,489.0,0.1,5.0,115.0
8,2,mask_ppo_24_td_008,0,1,0,0,9065.0,,24.0,0.08,1500.0,,,7.0,
8,2,mask_ppo_32_td_005,0,1,0,0,9043.0,,32.0,0.05,1500.0,,,9.0,232.0
8,2,mask_ppo_40_td_009,0,1,0,0,9087.0,,40.0,0.09,1500.0,,,12.0,
8,2,mask_ppo_40_td_01,0,1,0,0,8960.0,,40.0,0.1,1500.0,,,12.0,
8,2,mask_ppo_48_td_008,0,1,0,0,9048.0,,48.0,0.08,1500.0,,,14.0,
8,2,mask_ppo_4_td_002_target_fq_1000_td_006,1,0,0,0,3577.0,-40.0,4.0,0.02,1500.0,1000.0,0.06,1.0,29.0
8,2,mask_ppo_4_td_002_target_fq_1000_td_01,1,0,0,0,2637.0,-80.0,4.0,0.02,1500.0,1000.0,0.1,1.0,29.0
8,2,mask_ppo_4_td_002_target_fq_2924_td_002,1,0,0,0,8068.0,0.0,4.0,0.02,1500.0,2924.0,0.02,1.0,29.0
8,2,mask_ppo_4_td_005,0,1,0,0,9405.0,,4.0,0.05,1500.0,,,1.0,29.0
8,2,mask_ppo_4_td_006_target_fq_2045_td_01,1,0,0,0,2735.0,-40.0,4.0,0.06,1500.0,2045.0,0.1,1.0,29.0
8,2,mask_ppo_4_td_006_target_fq_2924_td_002,1,0,0,0,9483.0,40.0,4.0,0.06,1500.0,2924.0,0.02,1.0,29.0
8,2,mask_ppo_4_td_006_target_fq_699_td_002,1,0,0,0,9183.0,40.0,4.0,0.06,1500.0,699.0,0.02,1.0,29.0
8,2,mask_ppo_4_td_01_target_fq_1430_td_006,0,0,1,0,0.0,40.0,4.0,0.1,1500.0,1430.0,0.06,1.0,29.0
8,2,mask_ppo_4_td_01_target_fq_2045_td_006,1,0,0,0,9072.0,40.0,4.0,0.1,1500.0,2045.0,0.06,1.0,29.0
8,2,mask_ppo_4_td_01_target_fq_2924_td_006,1,0,0,0,9009.0,40.0,4.0,0.1,1500.0,2924.0,0.06,1.0,29.0
8,2,mask_ppo_64_td_002_target_fq_1000_td_006,1,0,0,0,9057.0,-40.0,64.0,0.02,1500.0,1000.0,0.06,18.0,463.0
8,2,mask_ppo_64_td_002_target_fq_2045_td_006,1,0,0,0,9395.0,-40.0,64.0,0.02,1500.0,2045.0,0.06,18.0,463.0
8,2,mask_ppo_64_td_002_target_fq_489_td_01,1,0,0,0,9092.0,-80.0,64.0,0.02,1500.0,489.0,0.1,18.0,463.0
8,2,mask_ppo_64_td_006_target_fq_1000_td_01,1,0,0,0,9368.0,-40.0,64.0,0.06,1500.0,1000.0,0.1,19.0,463.0
8,2,mask_ppo_64_td_006_target_fq_2045_td_01,1,0,0,0,9426.0,-40.0,64.0,0.06,1500.0,2045.0,0.1,19.0,463.0
8,2,mask_ppo_64_td_006_target_fq_489_td_006,0,0,1,0,0.0,0.0,64.0,0.06,1500.0,489.0,0.06,19.0,463.0
8,2,mask_ppo_64_td_01,0,0,0,1,0.0,,64.0,0.1,1500.0,,,19.0,463.0
8,2,mask_ppo_64_td_01_target_fq_1430_td_006,1,0,0,0,9047.0,40.0,64.0,0.1,1500.0,1430.0,0.06,19.0,463.0
8,2,mask_ppo_64_td_01_target_fq_1430_td_01,0,0,1,0,0.0,0.0,64.0,0.1,1500.0,1430.0,0.1,19.0,463.0
8,2,mask_ppo_64_td_01_target_fq_2924_td_006,0,0,1,0,0.0,40.0,64.0,0.1,1500.0,2924.0,0.06,19.0,463.0
8,2,mask_ppo_64_td_01_target_fq_699_td_002,1,0,0,0,9104.0,80.0,64.0,0.1,1500.0,699.0,0.02,19.0,463.0
8,2,mask_ppo_8_td_002,0,1,0,0,9112.0,,8.0,0.02,1500.0,,,2.0,58.0
8,2,mask_ppo_8_td_01,0,1,0,0,9019.0,,8.0,0.1,1500.0,,,2.0,58.0
8,3,mask_ppo_16_td_002_target_fq_1000_td_002,1,0,0,0,2735.0,0.0,16.0,0.02,1500.0,1000.0,0.02,4.0,115.0
8,3,mask_ppo_16_td_002_target_fq_1000_td_006,1,0,0,0,2527.0,-40.0,16.0,0.02,1500.0,1000.0,0.06,4.0,115.0
8,3,mask_ppo_16_td_002_target_fq_2045_td_01,1,0,0,0,1540.0,-80.0,16.0,0.02,1500.0,2045.0,0.1,4.0,115.0
8,3,mask_ppo_16_td_002_target_fq_2924_td_002,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,2924.0,0.02,4.0,115.0
8,3,mask_ppo_16_td_005,0,1,0,0,3161.0,,16.0,0.05,1500.0,,,5.0,115.0
8,3,mask_ppo_16_td_006_target_fq_1000_td_002,1,0,0,0,3180.0,40.0,16.0,0.06,1500.0,1000.0,0.02,5.0,115.0
8,3,mask_ppo_16_td_006_target_fq_2045_td_01,1,0,0,0,2511.0,-40.0,16.0,0.06,1500.0,2045.0,0.1,5.0,115.0
8,3,mask_ppo_16_td_01_target_fq_1000_td_002,1,0,0,0,3241.0,80.0,16.0,0.1,1500.0,1000.0,0.02,5.0,115.0
8,3,mask_ppo_16_td_01_target_fq_1430_td_002,1,0,0,0,2775.0,80.0,16.0,0.1,1500.0,1430.0,0.02,5.0,115.0
8,3,mask_ppo_16_td_01_target_fq_2924_td_01,1,0,0,0,4849.0,0.0,16.0,0.1,1500.0,2924.0,0.1,5.0,115.0
8,3,mask_ppo_24_td_004,0,1,0,0,2639.0,,24.0,0.04,1500.0,,,7.0,
8,3,mask_ppo_24_td_009,0,1,0,0,2778.0,,24.0,0.09,1500.0,,,7.0,
8,3,mask_ppo_40_td_006,0,0,0,1,0.0,,40.0,0.06,1500.0,,,12.0,
8,3,mask_ppo_48_td_002,0,0,0,1,0.0,,48.0,0.02,1500.0,,,13.0,
8,3,mask_ppo_48_td_005,0,1,0,0,2592.0,,48.0,0.05,1500.0,,,14.0,
8,3,mask_ppo_4_td_002_target_fq_2045_td_006,1,0,0,0,1545.0,-40.0,4.0,0.02,1500.0,2045.0,0.06,1.0,29.0
8,3,mask_ppo_4_td_002_target_fq_2924_td_01,1,0,0,0,2534.0,-80.0,4.0,0.02,1500.0,2924.0,0.1,1.0,29.0
8,3,mask_ppo_4_td_002_target_fq_699_td_006,1,0,0,0,2569.0,-40.0,4.0,0.02,1500.0,699.0,0.06,1.0,29.0
8,3,mask_ppo_4_td_006,0,0,0,1,0.0,,4.0,0.06,1500.0,,,1.0,29.0
8,3,mask_ppo_4_td_006_target_fq_1430_td_01,1,0,0,0,3528.0,-40.0,4.0,0.06,1500.0,1430.0,0.1,1.0,29.0
8,3,mask_ppo_4_td_006_target_fq_2045_td_002,1,0,0,0,3460.0,40.0,4.0,0.06,1500.0,2045.0,0.02,1.0,29.0
8,3,mask_ppo_4_td_006_target_fq_2924_td_006,1,0,0,0,3932.0,0.0,4.0,0.06,1500.0,2924.0,0.06,1.0,29.0
8,3,mask_ppo_4_td_006_target_fq_699_td_01,1,0,0,0,2950.0,-40.0,4.0,0.06,1500.0,699.0,0.1,1.0,29.0
8,3,mask_ppo_4_td_01,0,1,0,0,2299.0,,4.0,0.1,1500.0,,,1.0,29.0
8,3,mask_ppo_4_td_01_target_fq_1000_td_01,1,0,0,0,5254.0,0.0,4.0,0.1,1500.0,1000.0,0.1,1.0,29.0
8,3,mask_ppo_4_td_01_target_fq_699_td_01,1,0,0,0,3486.0,0.0,4.0,0.1,1500.0,699.0,0.1,1.0,29.0
8,3,mask_ppo_56_td_005,0,0,0,1,0.0,,56.0,0.05,1500.0,,,16.0,
8,3,mask_ppo_56_td_007,0,1,0,0,3051.0,,56.0,0.07,1500.0,,,16.0,
8,3,mask_ppo_64_td_002,0,0,0,1,0.0,,64.0,0.02,1500.0,,,18.0,463.0
8,3,mask_ppo_64_td_002_target_fq_1430_td_006,1,0,0,0,2490.0,-40.0,64.0,0.02,1500.0,1430.0,0.06,18.0,463.0
8,3,mask_ppo_64_td_002_target_fq_489_td_006,1,0,0,0,2523.0,-40.0,64.0,0.02,1500.0,489.0,0.06,18.0,463.0
8,3,mask_ppo_64_td_002_target_fq_699_td_01,1,0,0,0,2522.0,-80.0,64.0,0.02,1500.0,699.0,0.1,18.0,463.0
8,3,mask_ppo_64_td_006_target_fq_1000_td_006,0,0,1,0,0.0,0.0,64.0,0.06,1500.0,1000.0,0.06,19.0,463.0
8,3,mask_ppo_64_td_006_target_fq_2045_td_002,1,0,0,0,5599.0,40.0,64.0,0.06,1500.0,2045.0,0.02,19.0,463.0
8,3,mask_ppo_64_td_006_target_fq_489_td_002,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,489.0,0.02,19.0,463.0
8,3,mask_ppo_64_td_01_target_fq_1430_td_002,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,1430.0,0.02,19.0,463.0
8,3,mask_ppo_64_td_01_target_fq_2924_td_002,1,0,0,0,7658.0,80.0,64.0,0.1,1500.0,2924.0,0.02,19.0,463.0
8,3,mask_ppo_64_td_01_target_fq_699_td_01,0,0,1,0,0.0,0.0,64.0,0.1,1500.0,699.0,0.1,19.0,463.0
8,3,mask_ppo_8_td_006,0,1,0,0,3193.0,,8.0,0.06,1500.0,,,2.0,58.0
8,4,mask_ppo_16_td_002_target_fq_1430_td_002,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,1430.0,0.02,4.0,115.0
8,4,mask_ppo_16_td_002_target_fq_2924_td_01,1,0,0,0,1752.0,-80.0,16.0,0.02,1500.0,2924.0,0.1,4.0,115.0
8,4,mask_ppo_16_td_002_target_fq_489_td_002,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,489.0,0.02,4.0,115.0
8,4,mask_ppo_16_td_006_target_fq_1000_td_01,1,0,0,0,2500.0,-40.0,16.0,0.06,1500.0,1000.0,0.1,5.0,115.0
8,4,mask_ppo_16_td_006_target_fq_2045_td_002,1,0,0,0,1733.0,40.0,16.0,0.06,1500.0,2045.0,0.02,5.0,115.0
8,4,mask_ppo_16_td_006_target_fq_489_td_01,0,0,1,0,0.0,-40.0,16.0,0.06,1500.0,489.0,0.1,5.0,115.0
8,4,mask_ppo_16_td_007,0,0,0,1,0.0,,16.0,0.07,1500.0,,,5.0,115.0
8,4,mask_ppo_16_td_01_target_fq_1430_td_006,1,0,0,0,8988.0,40.0,16.0,0.1,1500.0,1430.0,0.06,5.0,115.0
8,4,mask_ppo_16_td_01_target_fq_489_td_006,1,0,0,0,8697.0,40.0,16.0,0.1,1500.0,489.0,0.06,5.0,115.0
8,4,mask_ppo_16_td_01_target_fq_699_td_01,0,0,1,0,0.0,0.0,16.0,0.1,1500.0,699.0,0.1,5.0,115.0
8,4,mask_ppo_24_td_003,0,0,0,1,0.0,,24.0,0.03,1500.0,,,7.0,
8,4,mask_ppo_32_td_008,0,1,0,0,11077.0,,32.0,0.08,1500.0,,,9.0,232.0
8,4,mask_ppo_32_td_01,0,0,0,1,0.0,,32.0,0.1,1500.0,,,10.0,232.0
8,4,mask_ppo_48_td_01,0,1,0,0,3859.0,,48.0,0.1,1500.0,,,15.0,
8,4,mask_ppo_4_td_002_target_fq_1430_td_002,1,0,0,0,5783.0,0.0,4.0,0.02,1500.0,1430.0,0.02,1.0,29.0
8,4,mask_ppo_4_td_002_target_fq_2924_td_006,0,0,1,0,0.0,-40.0,4.0,0.02,1500.0,2924.0,0.06,1.0,29.0
8,4,mask_ppo_4_td_002_target_fq_489_td_002,1,0,0,0,2960.0,0.0,4.0,0.02,1500.0,489.0,0.02,1.0,29.0
8,4,mask_ppo_4_td_002_target_fq_489_td_01,1,0,0,0,1752.0,-80.0,4.0,0.02,1500.0,489.0,0.1,1.0,29.0
8,4,mask_ppo_4_td_003,0,0,0,1,0.0,,4.0,0.03,1500.0,,,1.0,29.0
8,4,mask_ppo_4_td_006_target_fq_1000_td_01,1,0,0,0,1617.0,-40.0,4.0,0.06,1500.0,1000.0,0.1,1.0,29.0
8,4,mask_ppo_4_td_006_target_fq_1430_td_006,0,0,1,0,0.0,0.0,4.0,0.06,1500.0,1430.0,0.06,1.0,29.0
8,4,mask_ppo_4_td_007,0,1,0,0,2737.0,,4.0,0.07,1500.0,,,1.0,29.0
8,4,mask_ppo_4_td_01_target_fq_1000_td_006,1,0,0,0,2787.0,40.0,4.0,0.1,1500.0,1000.0,0.06,1.0,29.0
8,4,mask_ppo_4_td_01_target_fq_2045_td_002,1,0,0,0,2809.0,80.0,4.0,0.1,1500.0,2045.0,0.02,1.0,29.0
8,4,mask_ppo_4_td_01_target_fq_489_td_01,0,0,1,0,0.0,0.0,4.0,0.1,1500.0,489.0,0.1,1.0,29.0
8,4,mask_ppo_56_td_002,0,0,0,1,0.0,,56.0,0.02,1500.0,,,16.0,
8,4,mask_ppo_64_td_002_target_fq_2045_td_002,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,2045.0,0.02,18.0,463.0
8,4,mask_ppo_64_td_002_target_fq_2045_td_01,1,0,0,0,1632.0,-80.0,64.0,0.02,1500.0,2045.0,0.1,18.0,463.0
8,4,mask_ppo_64_td_002_target_fq_699_td_002,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,699.0,0.02,18.0,463.0
8,4,mask_ppo_64_td_004,0,1,0,0,5664.0,,64.0,0.04,1500.0,,,18.0,463.0
8,4,mask_ppo_64_td_006_target_fq_1430_td_002,1,0,0,0,9758.0,40.0,64.0,0.06,1500.0,1430.0,0.02,19.0,463.0
8,4,mask_ppo_64_td_006_target_fq_2924_td_006,0,0,1,0,0.0,0.0,64.0,0.06,1500.0,2924.0,0.06,19.0,463.0
8,4,mask_ppo_64_td_006_target_fq_699_td_002,1,0,0,0,4383.0,40.0,64.0,0.06,1500.0,699.0,0.02,19.0,463.0
8,4,mask_ppo_64_td_009,0,0,0,1,0.0,,64.0,0.09,1500.0,,,19.0,463.0
8,4,mask_ppo_64_td_01_target_fq_1000_td_002,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,1000.0,0.02,19.0,463.0
8,4,mask_ppo_64_td_01_target_fq_2045_td_002,1,0,0,0,5511.0,80.0,64.0,0.1,1500.0,2045.0,0.02,19.0,463.0
8,4,mask_ppo_64_td_01_target_fq_489_td_006,1,0,0,0,2758.0,40.0,64.0,0.1,1500.0,489.0,0.06,19.0,463.0
8,4,mask_ppo_8_td_005,0,0,0,1,0.0,,8.0,0.05,1500.0,,,2.0,58.0
8,4,mask_ppo_8_td_009,0,0,0,1,0.0,,8.0,0.09,1500.0,,,2.0,58.0
8,5,mask_ppo_16_td_002,0,0,0,1,0.0,,16.0,0.02,1500.0,,,4.0,115.0
8,5,mask_ppo_16_td_002_target_fq_2924_td_006,1,0,0,0,1779.0,-40.0,16.0,0.02,1500.0,2924.0,0.06,4.0,115.0
8,5,mask_ppo_16_td_002_target_fq_699_td_01,1,0,0,0,1588.0,-80.0,16.0,0.02,1500.0,699.0,0.1,4.0,115.0
8,5,mask_ppo_16_td_006_target_fq_1430_td_006,0,0,1,0,0.0,0.0,16.0,0.06,1500.0,1430.0,0.06,5.0,115.0
8,5,mask_ppo_16_td_006_target_fq_2924_td_006,1,0,0,0,2628.0,0.0,16.0,0.06,1500.0,2924.0,0.06,5.0,115.0
8,5,mask_ppo_16_td_006_target_fq_2924_td_01,1,0,0,0,3147.0,-40.0,16.0,0.06,1500.0,2924.0,0.1,5.0,115.0
8,5,mask_ppo_16_td_006_target_fq_699_td_002,1,0,0,0,2772.0,40.0,16.0,0.06,1500.0,699.0,0.02,5.0,115.0
8,5,mask_ppo_16_td_009,0,1,0,0,3496.0,,16.0,0.09,1500.0,,,5.0,115.0
8,5,mask_ppo_16_td_01_target_fq_1000_td_006,0,0,1,0,0.0,40.0,16.0,0.1,1500.0,1000.0,0.06,5.0,115.0
8,5,mask_ppo_16_td_01_target_fq_2045_td_006,1,0,0,0,3335.0,40.0,16.0,0.1,1500.0,2045.0,0.06,5.0,115.0
8,5,mask_ppo_16_td_01_target_fq_2924_td_006,0,0,1,0,0.0,40.0,16.0,0.1,1500.0,2924.0,0.06,5.0,115.0
8,5,mask_ppo_16_td_01_target_fq_489_td_002,1,0,0,0,4260.0,80.0,16.0,0.1,1500.0,489.0,0.02,5.0,115.0
8,5,mask_ppo_24_td_006,0,1,0,0,2554.0,,24.0,0.06,1500.0,,,7.0,
8,5,mask_ppo_32_td_004,0,1,0,0,9801.0,,32.0,0.04,1500.0,,,9.0,232.0
8,5,mask_ppo_32_td_006,0,1,0,0,3992.0,,32.0,0.06,1500.0,,,9.0,232.0
8,5,mask_ppo_40_td_008,0,0,0,1,0.0,,40.0,0.08,1500.0,,,12.0,
8,5,mask_ppo_48_td_006,0,0,0,1,0.0,,48.0,0.06,1500.0,,,14.0,
8,5,mask_ppo_4_td_002_target_fq_2045_td_002,0,0,1,0,0.0,0.0,4.0,0.02,1500.0,2045.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_002_target_fq_2045_td_01,1,0,0,0,1791.0,-80.0,4.0,0.02,1500.0,2045.0,0.1,1.0,29.0
8,5,mask_ppo_4_td_002_target_fq_699_td_002,0,0,1,0,0.0,0.0,4.0,0.02,1500.0,699.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_004,0,0,0,1,0.0,,4.0,0.04,1500.0,,,1.0,29.0
8,5,mask_ppo_4_td_006_target_fq_1000_td_002,1,0,0,0,2611.0,40.0,4.0,0.06,1500.0,1000.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_006_target_fq_489_td_002,0,0,1,0,0.0,40.0,4.0,0.06,1500.0,489.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_01_target_fq_1430_td_002,1,0,0,0,3743.0,80.0,4.0,0.1,1500.0,1430.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_01_target_fq_2924_td_01,1,0,0,0,2223.0,0.0,4.0,0.1,1500.0,2924.0,0.1,1.0,29.0
8,5,mask_ppo_4_td_01_target_fq_699_td_002,1,0,0,0,5615.0,80.0,4.0,0.1,1500.0,699.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_01_target_fq_699_td_006,1,0,0,0,2762.0,40.0,4.0,0.1,1500.0,699.0,0.06,1.0,29.0
8,5,mask_ppo_56_td_004,0,0,0,1,0.0,,56.0,0.04,1500.0,,,16.0,
8,5,mask_ppo_64_td_002_target_fq_1000_td_002,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,1000.0,0.02,18.0,463.0
8,5,mask_ppo_64_td_002_target_fq_1000_td_01,1,0,0,0,2651.0,-80.0,64.0,0.02,1500.0,1000.0,0.1,18.0,463.0
