
Sujet,Bloc,Stim,Hits,FA,Miss,RC,RT,Similarity,m_ppo,m_td,m_iti,t_pi,t_td,m_density,Uncertainty
3,3,mask_ppo_4_td_006_target_fq_2045_td_006,1,0,0,0,2976.0,0.0,4.0,0.06,1500.0,2045.0,0.06,1.0,29.0
3,3,mask_ppo_4_td_006_target_fq_489_td_006,1,0,0,0,6857.0,0.0,4.0,0.06,1500.0,489.0,0.06,1.0,29.0
3,3,mask_ppo_4_td_006_target_fq_699_td_006,1,0,0,0,5741.0,0.0,4.0,0.06,1500.0,699.0,0.06,1.0,29.0
3,3,mask_ppo_4_td_008,0,1,0,0,3770.0,,4.0,0.08,1500.0,,,1.0,29.0
3,3,mask_ppo_4_td_01_target_fq_1430_td_01,1,0,0,0,2320.0,0.0,4.0,0.1,1500.0,1430.0,0.1,1.0,29.0
3,3,mask_ppo_4_td_01_target_fq_2924_td_002,1,0,0,0,8576.0,80.0,4.0,0.1,1500.0,2924.0,0.02,1.0,29.0
3,3,mask_ppo_4_td_01_target_fq_489_td_006,1,0,0,0,4487.0,40.0,4.0,0.1,1500.0,489.0,0.06,1.0,29.0
3,3,mask_ppo_56_td_008,0,0,0,1,0.0,,56.0,0.08,1500.0,,,17.0,
3,3,mask_ppo_64_td_002_target_fq_2924_td_002,1,0,0,0,8963.0,0.0,64.0,0.02,1500.0,2924.0,0.02,18.0,463.0
3,3,mask_ppo_64_td_002_target_fq_699_td_006,0,0,1,0,0.0,-40.0,64.0,0.02,1500.0,699.0,0.06,18.0,463.0
3,3,mask_ppo_64_td_006_target_fq_1430_td_006,0,0,1,0,0.0,0.0,64.0,0.06,1500.0,1430.0,0.06,19.0,463.0
3,3,mask_ppo_64_td_006_target_fq_2924_td_01,0,0,1,0,0.0,-40.0,64.0,0.06,1500.0,2924.0,0.1,19.0,463.0
3,3,mask_ppo_64_td_006_target_fq_699_td_006,0,0,1,0,0.0,0.0,64.0,0.06,1500.0,699.0,0.06,19.0,463.0
3,3,mask_ppo_64_td_007,0,0,0,1,0.0,,64.0,0.07,1500.0,,,19.0,463.0
3,3,mask_ppo_64_td_01_target_fq_1000_td_006,0,0,1,0,0.0,40.0,64.0,0.1,1500.0,1000.0,0.06,19.0,463.0
3,3,mask_ppo_64_td_01_target_fq_2045_td_006,0,0,1,0,0.0,40.0,64.0,0.1,1500.0,2045.0,0.06,19.0,463.0
3,3,mask_ppo_64_td_01_target_fq_489_td_002,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,489.0,0.02,19.0,463.0
3,3,mask_ppo_8_td_008,0,1,0,0,4427.0,,8.0,0.08,1500.0,,,2.0,58.0
3,4,mask_ppo_16_td_002,0,1,0,0,6952.0,,16.0,0.02,1500.0,,,4.0,115.0
3,4,mask_ppo_16_td_002_target_fq_2924_td_006,1,0,0,0,2857.0,-40.0,16.0,0.02,1500.0,2924.0,0.06,4.0,115.0
3,4,mask_ppo_16_td_006_target_fq_1430_td_006,1,0,0,0,10832.0,0.0,16.0,0.06,1500.0,1430.0,0.06,5.0,115.0
3,4,mask_ppo_16_td_006_target_fq_2924_td_006,0,0,1,0,0.0,0.0,16.0,0.06,1500.0,2924.0,0.06,5.0,115.0
3,4,mask_ppo_16_td_006_target_fq_2924_td_01,0,0,1,0,0.0,-40.0,16.0,0.06,1500.0,2924.0,0.1,5.0,115.0
3,4,mask_ppo_16_td_006_target_fq_699_td_002,0,0,1,0,0.0,40.0,16.0,0.06,1500.0,699.0,0.02,5.0,115.0
3,4,mask_ppo_16_td_009,0,0,0,1,0.0,,16.0,0.09,1500.0,,,5.0,115.0
3,4,mask_ppo_16_td_01_target_fq_1000_td_006,0,0,1,0,0.0,40.0,16.0,0.1,1500.0,1000.0,0.06,5.0,115.0
3,4,mask_ppo_16_td_01_target_fq_2045_td_006,0,0,1,0,0.0,40.0,16.0,0.1,1500.0,2045.0,0.06,5.0,115.0
3,4,mask_ppo_16_td_01_target_fq_2924_td_006,0,0,1,0,0.0,40.0,16.0,0.1,1500.0,2924.0,0.06,5.0,115.0
3,4,mask_ppo_16_td_01_target_fq_489_td_002,1,0,0,0,11565.0,80.0,16.0,0.1,1500.0,489.0,0.02,5.0,115.0
3,4,mask_ppo_24_td_006,0,0,0,1,0.0,,24.0,0.06,1500.0,,,7.0,
3,4,mask_ppo_32_td_004,0,0,0,1,0.0,,32.0,0.04,1500.0,,,9.0,232.0
3,4,mask_ppo_32_td_006,0,0,0,1,0.0,,32.0,0.06,1500.0,,,9.0,232.0
3,4,mask_ppo_40_td_008,0,1,0,0,7669.0,,40.0,0.08,1500.0,,,12.0,
3,4,mask_ppo_48_td_006,0,0,0,1,0.0,,48.0,0.06,1500.0,,,14.0,
3,4,mask_ppo_4_td_002_target_fq_2045_td_002,1,0,0,0,8169.0,0.0,4.0,0.02,1500.0,2045.0,0.02,1.0,29.0
3,4,mask_ppo_4_td_002_target_fq_699_td_002,1,0,0,0,7203.0,0.0,4.0,0.02,1500.0,699.0,0.02,1.0,29.0
3,4,mask_ppo_4_td_004,0,1,0,0,5760.0,,4.0,0.04,1500.0,,,1.0,29.0
3,4,mask_ppo_4_td_006_target_fq_1000_td_002,1,0,0,0,6775.0,40.0,4.0,0.06,1500.0,1000.0,0.02,1.0,29.0
3,4,mask_ppo_4_td_006_target_fq_489_td_002,1,0,0,0,3799.0,40.0,4.0,0.06,1500.0,489.0,0.02,1.0,29.0
3,4,mask_ppo_4_td_01_target_fq_1430_td_002,1,0,0,0,6909.0,80.0,4.0,0.1,1500.0,1430.0,0.02,1.0,29.0
3,4,mask_ppo_4_td_01_target_fq_2924_td_01,1,0,0,0,11068.0,0.0,4.0,0.1,1500.0,2924.0,0.1,1.0,29.0
3,4,mask_ppo_4_td_01_target_fq_699_td_002,1,0,0,0,5072.0,80.0,4.0,0.1,1500.0,699.0,0.02,1.0,29.0
3,4,mask_ppo_4_td_01_target_fq_699_td_006,1,0,0,0,9442.0,40.0,4.0,0.1,1500.0,699.0,0.06,1.0,29.0
3,4,mask_ppo_56_td_004,0,1,0,0,5807.0,,56.0,0.04,1500.0,,,16.0,
3,4,mask_ppo_64_td_002_target_fq_1000_td_002,1,0,0,0,5535.0,0.0,64.0,0.02,1500.0,1000.0,0.02,18.0,463.0
3,4,mask_ppo_64_td_002_target_fq_2924_td_006,1,0,0,0,5923.0,-40.0,64.0,0.02,1500.0,2924.0,0.06,18.0,463.0
3,4,mask_ppo_64_td_003,0,0,0,1,0.0,,64.0,0.03,1500.0,,,18.0,463.0
3,4,mask_ppo_64_td_006_target_fq_1430_td_01,0,0,1,0,0.0,-40.0,64.0,0.06,1500.0,1430.0,0.1,19.0,463.0
3,4,mask_ppo_64_td_006_target_fq_2045_td_006,0,0,1,0,0.0,0.0,64.0,0.06,1500.0,2045.0,0.06,19.0,463.0
3,4,mask_ppo_64_td_006_target_fq_699_td_01,0,0,1,0,0.0,-40.0,64.0,0.06,1500.0,699.0,0.1,19.0,463.0
3,4,mask_ppo_64_td_01_target_fq_2924_td_01,0,0,1,0,0.0,0.0,64.0,0.1,1500.0,2924.0,0.1,19.0,463.0
3,4,mask_ppo_64_td_01_target_fq_699_td_006,0,0,1,0,0.0,40.0,64.0,0.1,1500.0,699.0,0.06,19.0,463.0
3,4,mask_ppo_8_td_003,0,0,0,1,0.0,,8.0,0.03,1500.0,,,2.0,58.0
3,4,mask_ppo_8_td_007,0,0,0,1,0.0,,8.0,0.07,1500.0,,,2.0,58.0
3,5,mask_ppo_16_td_002_target_fq_1000_td_002,1,0,0,0,6335.0,0.0,16.0,0.02,1500.0,1000.0,0.02,4.0,115.0
3,5,mask_ppo_16_td_002_target_fq_1000_td_006,0,0,1,0,0.0,-40.0,16.0,0.02,1500.0,1000.0,0.06,4.0,115.0
3,5,mask_ppo_16_td_002_target_fq_2924_td_002,1,0,0,0,10855.0,0.0,16.0,0.02,1500.0,2924.0,0.02,4.0,115.0
3,5,mask_ppo_16_td_005,0,0,0,1,0.0,,16.0,0.05,1500.0,,,5.0,115.0
3,5,mask_ppo_16_td_006_target_fq_1000_td_002,0,0,1,0,0.0,40.0,16.0,0.06,1500.0,1000.0,0.02,5.0,115.0
3,5,mask_ppo_16_td_006_target_fq_2045_td_01,0,0,1,0,0.0,-40.0,16.0,0.06,1500.0,2045.0,0.1,5.0,115.0
3,5,mask_ppo_16_td_01_target_fq_1000_td_002,1,0,0,0,8122.0,80.0,16.0,0.1,1500.0,1000.0,0.02,5.0,115.0
3,5,mask_ppo_16_td_01_target_fq_1430_td_002,0,0,1,0,0.0,80.0,16.0,0.1,1500.0,1430.0,0.02,5.0,115.0
3,5,mask_ppo_16_td_01_target_fq_2924_td_01,0,0,1,0,0.0,0.0,16.0,0.1,1500.0,2924.0,0.1,5.0,115.0
3,5,mask_ppo_24_td_004,0,0,0,1,0.0,,24.0,0.04,1500.0,,,7.0,
3,5,mask_ppo_24_td_009,0,0,0,1,0.0,,24.0,0.09,1500.0,,,7.0,
3,5,mask_ppo_40_td_006,0,0,0,1,0.0,,40.0,0.06,1500.0,,,12.0,
3,5,mask_ppo_48_td_002,0,0,0,1,0.0,,48.0,0.02,1500.0,,,13.0,
3,5,mask_ppo_48_td_005,0,0,0,1,0.0,,48.0,0.05,1500.0,,,14.0,
3,5,mask_ppo_4_td_002_target_fq_2045_td_006,1,0,0,0,4834.0,-40.0,4.0,0.02,1500.0,2045.0,0.06,1.0,29.0
3,5,mask_ppo_4_td_002_target_fq_699_td_006,1,0,0,0,6985.0,-40.0,4.0,0.02,1500.0,699.0,0.06,1.0,29.0
3,5,mask_ppo_4_td_006,0,1,0,0,4859.0,,4.0,0.06,1500.0,,,1.0,29.0
3,5,mask_ppo_4_td_006_target_fq_1430_td_01,0,0,1,0,0.0,-40.0,4.0,0.06,1500.0,1430.0,0.1,1.0,29.0
3,5,mask_ppo_4_td_006_target_fq_2045_td_002,1,0,0,0,6593.0,40.0,4.0,0.06,1500.0,2045.0,0.02,1.0,29.0
3,5,mask_ppo_4_td_006_target_fq_2924_td_006,1,0,0,0,8720.0,0.0,4.0,0.06,1500.0,2924.0,0.06,1.0,29.0
3,5,mask_ppo_4_td_006_target_fq_699_td_01,1,0,0,0,6407.0,-40.0,4.0,0.06,1500.0,699.0,0.1,1.0,29.0
3,5,mask_ppo_4_td_01,0,1,0,0,3509.0,,4.0,0.1,1500.0,,,1.0,29.0
3,5,mask_ppo_4_td_01_target_fq_1000_td_01,1,0,0,0,5710.0,0.0,4.0,0.1,1500.0,1000.0,0.1,1.0,29.0
3,5,mask_ppo_4_td_01_target_fq_699_td_01,1,0,0,0,7238.0,0.0,4.0,0.1,1500.0,699.0,0.1,1.0,29.0
3,5,mask_ppo_56_td_005,0,0,0,1,0.0,,56.0,0.05,1500.0,,,16.0,
3,5,mask_ppo_56_td_007,0,0,0,1,0.0,,56.0,0.07,1500.0,,,16.0,
3,5,mask_ppo_64_td_002,0,0,0,1,0.0,,64.0,0.02,1500.0,,,18.0,463.0
3,5,mask_ppo_64_td_002_target_fq_1430_td_006,0,0,1,0,0.0,-40.0,64.0,0.02,1500.0,1430.0,0.06,18.0,463.0
3,5,mask_ppo_64_td_002_target_fq_489_td_006,0,0,1,0,0.0,-40.0,64.0,0.02,1500.0,489.0,0.06,18.0,463.0
3,5,mask_ppo_64_td_006_target_fq_1000_td_006,0,0,1,0,0.0,0.0,64.0,0.06,1500.0,1000.0,0.06,19.0,463.0
3,5,mask_ppo_64_td_006_target_fq_2045_td_002,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,2045.0,0.02,19.0,463.0
3,5,mask_ppo_64_td_006_target_fq_489_td_002,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,489.0,0.02,19.0,463.0
3,5,mask_ppo_64_td_01_target_fq_1430_td_002,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,1430.0,0.02,19.0,463.0
3,5,mask_ppo_64_td_01_target_fq_2924_td_002,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,2924.0,0.02,19.0,463.0
3,5,mask_ppo_64_td_01_target_fq_699_td_01,0,0,1,0,0.0,0.0,64.0,0.1,1500.0,699.0,0.1,19.0,463.0
3,5,mask_ppo_8_td_006,0,0,0,1,0.0,,8.0,0.06,1500.0,,,2.0,58.0
3,6,mask_ppo_16_td_002_target_fq_2045_td_006,1,0,0,0,5491.0,-40.0,16.0,0.02,1500.0,2045.0,0.06,4.0,115.0
3,6,mask_ppo_16_td_003,0,0,0,1,0.0,,16.0,0.03,1500.0,,,5.0,115.0
3,6,mask_ppo_16_td_006,0,0,0,1,0.0,,16.0,0.06,1500.0,,,5.0,115.0
3,6,mask_ppo_16_td_006_target_fq_1430_td_01,0,0,1,0,0.0,-40.0,16.0,0.06,1500.0,1430.0,0.1,5.0,115.0
3,6,mask_ppo_16_td_006_target_fq_2924_td_002,0,0,1,0,0.0,40.0,16.0,0.06,1500.0,2924.0,0.02,5.0,115.0
3,6,mask_ppo_16_td_006_target_fq_699_td_01,0,0,1,0,0.0,-40.0,16.0,0.06,1500.0,699.0,0.1,5.0,115.0
3,6,mask_ppo_16_td_01,0,0,0,1,0.0,,16.0,0.1,1500.0,,,5.0,115.0
3,6,mask_ppo_16_td_01_target_fq_1000_td_01,0,0,1,0,0.0,0.0,16.0,0.1,1500.0,1000.0,0.1,5.0,115.0
3,6,mask_ppo_16_td_01_target_fq_2045_td_01,1,0,0,0,9015.0,0.0,16.0,0.1,1500.0,2045.0,0.1,5.0,115.0
3,6,mask_ppo_16_td_01_target_fq_489_td_01,0,0,1,0,0.0,0.0,16.0,0.1,1500.0,489.0,0.1,5.0,115.0
3,6,mask_ppo_24_td_008,0,1,0,0,9666.0,,24.0,0.08,1500.0,,,7.0,
3,6,mask_ppo_32_td_005,0,0,0,1,0.0,,32.0,0.05,1500.0,,,9.0,232.0
3,6,mask_ppo_40_td_009,0,0,0,1,0.0,,40.0,0.09,1500.0,,,12.0,
3,6,mask_ppo_40_td_01,0,1,0,0,10771.0,,40.0,0.1,1500.0,,,12.0,
3,6,mask_ppo_48_td_008,0,0,0,1,0.0,,48.0,0.08,1500.0,,,14.0,
3,6,mask_ppo_4_td_002_target_fq_1000_td_006,1,0,0,0,10654.0,-40.0,4.0,0.02,1500.0,1000.0,0.06,1.0,29.0
3,6,mask_ppo_4_td_002_target_fq_2924_td_002,1,0,0,0,4718.0,0.0,4.0,0.02,1500.0,2924.0,0.02,1.0,29.0
3,6,mask_ppo_4_td_005,0,1,0,0,6721.0,,4.0,0.05,1500.0,,,1.0,29.0
3,6,mask_ppo_4_td_006_target_fq_2045_td_01,0,0,1,0,0.0,-40.0,4.0,0.06,1500.0,2045.0,0.1,1.0,29.0
3,6,mask_ppo_4_td_006_target_fq_2924_td_002,1,0,0,0,7038.0,40.0,4.0,0.06,1500.0,2924.0,0.02,1.0,29.0
3,6,mask_ppo_4_td_006_target_fq_699_td_002,1,0,0,0,5123.0,40.0,4.0,0.06,1500.0,699.0,0.02,1.0,29.0
3,6,mask_ppo_4_td_01_target_fq_1430_td_006,1,0,0,0,9022.0,40.0,4.0,0.1,1500.0,1430.0,0.06,1.0,29.0
3,6,mask_ppo_4_td_01_target_fq_2045_td_006,1,0,0,0,8155.0,40.0,4.0,0.1,1500.0,2045.0,0.06,1.0,29.0
3,6,mask_ppo_4_td_01_target_fq_2924_td_006,1,0,0,0,7323.0,40.0,4.0,0.1,1500.0,2924.0,0.06,1.0,29.0
3,6,mask_ppo_64_td_002_target_fq_1000_td_006,1,0,0,0,8862.0,-40.0,64.0,0.02,1500.0,1000.0,0.06,18.0,463.0
3,6,mask_ppo_64_td_002_target_fq_2045_td_006,0,0,1,0,0.0,-40.0,64.0,0.02,1500.0,2045.0,0.06,18.0,463.0
3,6,mask_ppo_64_td_006_target_fq_1000_td_01,0,0,1,0,0.0,-40.0,64.0,0.06,1500.0,1000.0,0.1,19.0,463.0
3,6,mask_ppo_64_td_006_target_fq_2045_td_01,1,0,0,0,9073.0,-40.0,64.0,0.06,1500.0,2045.0,0.1,19.0,463.0
3,6,mask_ppo_64_td_006_target_fq_489_td_006,0,0,1,0,0.0,0.0,64.0,0.06,1500.0,489.0,0.06,19.0,463.0
3,6,mask_ppo_64_td_01,0,1,0,0,11173.0,,64.0,0.1,1500.0,,,19.0,463.0
3,6,mask_ppo_64_td_01_target_fq_1430_td_006,0,0,1,0,0.0,40.0,64.0,0.1,1500.0,1430.0,0.06,19.0,463.0
3,6,mask_ppo_64_td_01_target_fq_1430_td_01,0,0,1,0,0.0,0.0,64.0,0.1,1500.0,1430.0,0.1,19.0,463.0
3,6,mask_ppo_64_td_01_target_fq_2924_td_006,0,0,1,0,0.0,40.0,64.0,0.1,1500.0,2924.0,0.06,19.0,463.0
3,6,mask_ppo_64_td_01_target_fq_699_td_002,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,699.0,0.02,19.0,463.0
3,6,mask_ppo_8_td_002,0,1,0,0,7796.0,,8.0,0.02,1500.0,,,2.0,58.0
3,6,mask_ppo_8_td_01,0,0,0,1,0.0,,8.0,0.1,1500.0,,,2.0,58.0
4,1,mask_ppo_16_td_002_target_fq_1430_td_002,1,0,0,0,9950.0,0.0,16.0,0.02,1500.0,1430.0,0.02,4.0,115.0
4,1,mask_ppo_16_td_002_target_fq_489_td_002,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,489.0,0.02,4.0,115.0
4,1,mask_ppo_16_td_006_target_fq_1000_td_01,0,0,1,0,0.0,-40.0,16.0,0.06,1500.0,1000.0,0.1,5.0,115.0
4,1,mask_ppo_16_td_006_target_fq_2045_td_002,0,0,1,0,0.0,40.0,16.0,0.06,1500.0,2045.0,0.02,5.0,115.0
4,1,mask_ppo_16_td_006_target_fq_489_td_01,1,0,0,0,5310.0,-40.0,16.0,0.06,1500.0,489.0,0.1,5.0,115.0
4,1,mask_ppo_16_td_007,0,1,0,0,11894.0,,16.0,0.07,1500.0,,,5.0,115.0
4,1,mask_ppo_16_td_01_target_fq_1430_td_006,0,0,1,0,0.0,40.0,16.0,0.1,1500.0,1430.0,0.06,5.0,115.0
4,1,mask_ppo_16_td_01_target_fq_489_td_006,0,0,1,0,0.0,40.0,16.0,0.1,1500.0,489.0,0.06,5.0,115.0
4,1,mask_ppo_16_td_01_target_fq_699_td_01,0,0,1,0,0.0,0.0,16.0,0.1,1500.0,699.0,0.1,5.0,115.0
4,1,mask_ppo_24_td_003,0,0,0,1,0.0,,24.0,0.03,1500.0,,,7.0,
4,1,mask_ppo_32_td_008,0,0,0,1,0.0,,32.0,0.08,1500.0,,,9.0,232.0
4,1,mask_ppo_32_td_01,0,0,0,1,0.0,,32.0,0.1,1500.0,,,10.0,232.0
4,1,mask_ppo_48_td_01,0,0,0,1,0.0,,48.0,0.1,1500.0,,,15.0,
4,1,mask_ppo_4_td_002_target_fq_1430_td_002,0,0,1,0,0.0,0.0,4.0,0.02,1500.0,1430.0,0.02,1.0,29.0
4,1,mask_ppo_4_td_002_target_fq_2924_td_006,0,0,1,0,0.0,-40.0,4.0,0.02,1500.0,2924.0,0.06,1.0,29.0
4,1,mask_ppo_4_td_002_target_fq_489_td_002,1,0,0,0,9490.0,0.0,4.0,0.02,1500.0,489.0,0.02,1.0,29.0
4,1,mask_ppo_4_td_003,0,0,0,1,0.0,,4.0,0.03,1500.0,,,1.0,29.0
4,1,mask_ppo_4_td_006_target_fq_1000_td_01,0,0,1,0,0.0,-40.0,4.0,0.06,1500.0,1000.0,0.1,1.0,29.0
4,1,mask_ppo_4_td_006_target_fq_1430_td_006,1,0,0,0,7436.0,0.0,4.0,0.06,1500.0,1430.0,0.06,1.0,29.0
4,1,mask_ppo_4_td_007,0,1,0,0,10330.0,,4.0,0.07,1500.0,,,1.0,29.0
4,1,mask_ppo_4_td_01_target_fq_1000_td_006,1,0,0,0,8327.0,40.0,4.0,0.1,1500.0,1000.0,0.06,1.0,29.0
4,1,mask_ppo_4_td_01_target_fq_2045_td_002,1,0,0,0,5289.0,80.0,4.0,0.1,1500.0,2045.0,0.02,1.0,29.0
4,1,mask_ppo_4_td_01_target_fq_489_td_01,0,0,1,0,0.0,0.0,4.0,0.1,1500.0,489.0,0.1,1.0,29.0
4,1,mask_ppo_56_td_002,0,0,0,1,0.0,,56.0,0.02,1500.0,,,16.0,
4,1,mask_ppo_64_td_002_target_fq_2045_td_002,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,2045.0,0.02,18.0,463.0
4,1,mask_ppo_64_td_002_target_fq_699_td_002,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,699.0,0.02,18.0,463.0
4,1,mask_ppo_64_td_004,0,0,0,1,0.0,,64.0,0.04,1500.0,,,18.0,463.0
4,1,mask_ppo_64_td_006_target_fq_1430_td_002,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,1430.0,0.02,19.0,463.0
4,1,mask_ppo_64_td_006_target_fq_2924_td_006,0,0,1,0,0.0,0.0,64.0,0.06,1500.0,2924.0,0.06,19.0,463.0
4,1,mask_ppo_64_td_006_target_fq_699_td_002,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,699.0,0.02,19.0,463.0
4,1,mask_ppo_64_td_009,0,0,0,1,0.0,,64.0,0.09,1500.0,,,19.0,463.0
4,1,mask_ppo_64_td_01_target_fq_1000_td_002,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,1000.0,0.02,19.0,463.0
4,1,mask_ppo_64_td_01_target_fq_2045_td_002,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,2045.0,0.02,19.0,463.0
4,1,mask_ppo_64_td_01_target_fq_489_td_006,0,0,1,0,0.0,40.0,64.0,0.1,1500.0,489.0,0.06,19.0,463.0
4,1,mask_ppo_8_td_005,0,1,0,0,5242.0,,8.0,0.05,1500.0,,,2.0,58.0
4,1,mask_ppo_8_td_009,0,1,0,0,2918.0,,8.0,0.09,1500.0,,,2.0,58.0
4,2,mask_ppo_16_td_002_target_fq_2045_td_002,1,0,0,0,2408.0,0.0,16.0,0.02,1500.0,2045.0,0.02,4.0,115.0
4,2,mask_ppo_16_td_002_target_fq_489_td_006,0,0,1,0,0.0,-40.0,16.0,0.02,1500.0,489.0,0.06,4.0,115.0
4,2,mask_ppo_16_td_002_target_fq_699_td_006,1,0,0,0,4000.0,-40.0,16.0,0.02,1500.0,699.0,0.06,4.0,115.0
4,2,mask_ppo_16_td_004,0,1,0,0,10938.0,,16.0,0.04,1500.0,,,5.0,115.0
4,2,mask_ppo_16_td_006_target_fq_1430_td_002,0,0,1,0,0.0,40.0,16.0,0.06,1500.0,1430.0,0.02,5.0,115.0
4,2,mask_ppo_16_td_006_target_fq_489_td_006,0,0,1,0,0.0,0.0,16.0,0.06,1500.0,489.0,0.06,5.0,115.0
4,2,mask_ppo_16_td_006_target_fq_699_td_006,0,0,1,0,0.0,0.0,16.0,0.06,1500.0,699.0,0.06,5.0,115.0
4,2,mask_ppo_16_td_01_target_fq_2045_td_002,0,0,1,0,0.0,80.0,16.0,0.1,1500.0,2045.0,0.02,5.0,115.0
4,2,mask_ppo_16_td_01_target_fq_699_td_006,0,0,1,0,0.0,40.0,16.0,0.1,1500.0,699.0,0.06,5.0,115.0
4,2,mask_ppo_24_td_007,0,0,0,1,0.0,,24.0,0.07,1500.0,,,7.0,
4,2,mask_ppo_24_td_01,0,0,0,1,0.0,,24.0,0.1,1500.0,,,7.0,
4,2,mask_ppo_32_td_007,0,0,0,1,0.0,,32.0,0.07,1500.0,,,9.0,232.0
4,2,mask_ppo_32_td_009,0,0,0,1,0.0,,32.0,0.09,1500.0,,,10.0,232.0
4,2,mask_ppo_48_td_003,0,0,0,1,0.0,,48.0,0.03,1500.0,,,14.0,
4,2,mask_ppo_4_td_002,0,0,0,1,0.0,,4.0,0.02,1500.0,,,1.0,29.0
4,2,mask_ppo_4_td_002_target_fq_1430_td_006,1,0,0,0,3080.0,-40.0,4.0,0.02,1500.0,1430.0,0.06,1.0,29.0
4,2,mask_ppo_4_td_002_target_fq_489_td_006,1,0,0,0,6496.0,-40.0,4.0,0.02,1500.0,489.0,0.06,1.0,29.0
4,2,mask_ppo_4_td_006_target_fq_1000_td_006,0,0,1,0,0.0,0.0,4.0,0.06,1500.0,1000.0,0.06,1.0,29.0
4,2,mask_ppo_4_td_006_target_fq_2924_td_01,1,0,0,0,10606.0,-40.0,4.0,0.06,1500.0,2924.0,0.1,1.0,29.0
4,2,mask_ppo_4_td_006_target_fq_489_td_01,1,0,0,0,8245.0,-40.0,4.0,0.06,1500.0,489.0,0.1,1.0,29.0
4,2,mask_ppo_4_td_01_target_fq_1000_td_002,1,0,0,0,5907.0,80.0,4.0,0.1,1500.0,1000.0,0.02,1.0,29.0
4,2,mask_ppo_4_td_01_target_fq_2045_td_01,0,0,1,0,0.0,0.0,4.0,0.1,1500.0,2045.0,0.1,1.0,29.0
4,2,mask_ppo_4_td_01_target_fq_489_td_002,1,0,0,0,7535.0,80.0,4.0,0.1,1500.0,489.0,0.02,1.0,29.0
4,2,mask_ppo_56_td_009,0,1,0,0,5758.0,,56.0,0.09,1500.0,,,17.0,
4,2,mask_ppo_56_td_01,0,0,0,1,0.0,,56.0,0.1,1500.0,,,17.0,
4,2,mask_ppo_64_td_002_target_fq_1430_td_002,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,1430.0,0.02,18.0,463.0
4,2,mask_ppo_64_td_002_target_fq_489_td_002,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,489.0,0.02,18.0,463.0
4,2,mask_ppo_64_td_006,0,1,0,0,4956.0,,64.0,0.06,1500.0,,,19.0,463.0
4,2,mask_ppo_64_td_006_target_fq_1000_td_002,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,1000.0,0.02,19.0,463.0
4,2,mask_ppo_64_td_006_target_fq_2924_td_002,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,2924.0,0.02,19.0,463.0
4,2,mask_ppo_64_td_006_target_fq_489_td_01,0,0,1,0,0.0,-40.0,64.0,0.06,1500.0,489.0,0.1,19.0,463.0
4,2,mask_ppo_64_td_008,0,0,0,1,0.0,,64.0,0.08,1500.0,,,19.0,463.0
4,2,mask_ppo_64_td_01_target_fq_1000_td_01,0,0,1,0,0.0,0.0,64.0,0.1,1500.0,1000.0,0.1,19.0,463.0
4,2,mask_ppo_64_td_01_target_fq_2045_td_01,0,0,1,0,0.0,0.0,64.0,0.1,1500.0,2045.0,0.1,19.0,463.0
4,2,mask_ppo_64_td_01_target_fq_489_td_01,1,0,0,0,6902.0,0.0,64.0,0.1,1500.0,489.0,0.1,19.0,463.0
4,2,mask_ppo_8_td_004,0,0,0,1,0.0,,8.0,0.04,1500.0,,,2.0,58.0
4,3,mask_ppo_16_td_002_target_fq_1430_td_006,0,0,1,0,0.0,-40.0,16.0,0.02,1500.0,1430.0,0.06,4.0,115.0
4,3,mask_ppo_16_td_002_target_fq_699_td_002,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,699.0,0.02,4.0,115.0
4,3,mask_ppo_16_td_006_target_fq_1000_td_006,0,0,1,0,0.0,0.0,16.0,0.06,1500.0,1000.0,0.06,5.0,115.0
4,3,mask_ppo_16_td_006_target_fq_2045_td_006,0,0,1,0,0.0,0.0,16.0,0.06,1500.0,2045.0,0.06,5.0,115.0
4,3,mask_ppo_16_td_006_target_fq_489_td_002,0,0,1,0,0.0,40.0,16.0,0.06,1500.0,489.0,0.02,5.0,115.0
4,3,mask_ppo_16_td_008,0,1,0,0,11693.0,,16.0,0.08,1500.0,,,5.0,115.0
4,3,mask_ppo_16_td_01_target_fq_1430_td_01,0,0,1,0,0.0,0.0,16.0,0.1,1500.0,1430.0,0.1,5.0,115.0
