Sujet,Bloc,Stim,Hits,FA,Miss,RC,RT,Diss,m_ppo,m_td,m_iti,t_pi,T.Rate,t_td,m_density,Uncertainty
3,2,mask_ppo_16_td_002_iti_11_target_fq_1000_td_006_r_1,1,0,0,0,1853.0,40.0,16.0,0.02,1100.0,1000.0,1.0,0.06,5.0,110.0
3,2,mask_ppo_16_td_002_iti_11_target_fq_489_td_006_r_2,1,0,0,0,2410.0,40.0,16.0,0.02,1100.0,489.0,2.0,0.06,5.0,110.0
3,2,mask_ppo_16_td_002_iti_23_target_fq_1000_td_006_r_1,1,0,0,0,1829.0,40.0,16.0,0.02,2300.0,1000.0,1.0,0.06,4.0,123.0
3,2,mask_ppo_16_td_002_iti_23_target_fq_1000_td_006_r_5,1,0,0,0,1450.0,40.0,16.0,0.02,2300.0,1000.0,5.0,0.06,4.0,123.0
3,2,mask_ppo_16_td_002_iti_23_target_fq_699_td_006_r_5,1,0,0,0,1368.0,40.0,16.0,0.02,2300.0,699.0,5.0,0.06,4.0,123.0
3,2,mask_ppo_32_iti_03_td_002,0,0,0,1,0.0,,32.0,0.02,300.0,,,,11.0,169.0
3,2,mask_ppo_32_iti_11_td_002,0,1,0,0,5530.0,,32.0,0.02,1100.0,,,,9.0,221.0
3,2,mask_ppo_32_iti_23_td_002,0,0,0,1,0.0,,32.0,0.02,2300.0,,,,8.0,246.0
3,2,mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1,1,0,0,0,1965.0,40.0,32.0,0.02,300.0,2045.0,1.0,0.06,11.0,169.0
3,2,mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_5,1,0,0,0,2998.0,40.0,32.0,0.02,300.0,2045.0,5.0,0.06,11.0,169.0
3,2,mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_2,1,0,0,0,4628.0,40.0,32.0,0.02,300.0,2924.0,2.0,0.06,11.0,169.0
3,2,mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_5,1,0,0,0,2527.0,40.0,32.0,0.02,300.0,2924.0,5.0,0.06,11.0,169.0
3,2,mask_ppo_32_td_002_iti_03_target_fq_489_td_006_r_1,1,0,0,0,9988.0,40.0,32.0,0.02,300.0,489.0,1.0,0.06,11.0,169.0
3,2,mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_5,1,0,0,0,3512.0,40.0,32.0,0.02,300.0,699.0,5.0,0.06,11.0,169.0
3,2,mask_ppo_32_td_002_iti_11_target_fq_1430_td_006_r_2,1,0,0,0,2773.0,40.0,32.0,0.02,1100.0,1430.0,2.0,0.06,9.0,221.0
3,2,mask_ppo_32_td_002_iti_11_target_fq_2045_td_006_r_1,1,0,0,0,1909.0,40.0,32.0,0.02,1100.0,2045.0,1.0,0.06,9.0,221.0
3,2,mask_ppo_32_td_002_iti_11_target_fq_489_td_006_r_5,1,0,0,0,2981.0,40.0,32.0,0.02,1100.0,489.0,5.0,0.06,9.0,221.0
3,2,mask_ppo_32_td_002_iti_11_target_fq_699_td_006_r_5,1,0,0,0,2005.0,40.0,32.0,0.02,1100.0,699.0,5.0,0.06,9.0,221.0
3,2,mask_ppo_32_td_002_iti_23_target_fq_1000_td_006_r_2,1,0,0,0,1449.0,40.0,32.0,0.02,2300.0,1000.0,2.0,0.06,8.0,246.0
3,2,mask_ppo_32_td_002_iti_23_target_fq_2045_td_006_r_1,1,0,0,0,3488.0,40.0,32.0,0.02,2300.0,2045.0,1.0,0.06,8.0,246.0
3,2,mask_ppo_64_iti_03_td_002,0,0,0,1,0.0,,64.0,0.02,300.0,,,,23.0,339.0
3,2,mask_ppo_64_iti_11_td_002,0,0,0,1,0.0,,64.0,0.02,1100.0,,,,19.0,442.0
3,2,mask_ppo_64_iti_11_td_006,0,0,0,1,0.0,,64.0,0.06,1100.0,,,,19.0,442.0
3,2,mask_ppo_64_iti_11_td_01,0,0,0,1,0.0,,64.0,0.1,1100.0,,,,20.0,442.0
3,2,mask_ppo_64_iti_23_td_002,0,0,0,1,0.0,,64.0,0.02,2300.0,,,,17.0,492.0
3,2,mask_ppo_64_td_002_iti_03_target_fq_2045_td_006_r_1,0,0,1,0,0.0,40.0,64.0,0.02,300.0,2045.0,1.0,0.06,23.0,339.0
3,2,mask_ppo_64_td_002_iti_03_target_fq_2924_td_006_r_1,1,0,0,0,4451.0,40.0,64.0,0.02,300.0,2924.0,1.0,0.06,23.0,339.0
3,2,mask_ppo_64_td_002_iti_03_target_fq_699_td_006_r_5,0,0,1,0,0.0,40.0,64.0,0.02,300.0,699.0,5.0,0.06,23.0,339.0
3,2,mask_ppo_64_td_002_iti_11_target_fq_699_td_006_r_2,0,0,1,0,0.0,40.0,64.0,0.02,1100.0,699.0,2.0,0.06,19.0,442.0
3,2,mask_ppo_64_td_002_iti_23_target_fq_1000_td_006_r_1,1,0,0,0,1879.0,40.0,64.0,0.02,2300.0,1000.0,1.0,0.06,17.0,492.0
3,2,mask_ppo_64_td_002_iti_23_target_fq_2045_td_006_r_1,1,0,0,0,2848.0,40.0,64.0,0.02,2300.0,2045.0,1.0,0.06,17.0,492.0
3,2,mask_ppo_64_td_002_iti_23_target_fq_489_td_006_r_1,1,0,0,0,7884.0,40.0,64.0,0.02,2300.0,489.0,1.0,0.06,17.0,492.0
3,3,mask_ppo_16_iti_03_td_002,0,0,0,1,0.0,,16.0,0.02,300.0,,,,6.0,84.0
3,3,mask_ppo_16_iti_11_td_002,0,0,0,1,0.0,,16.0,0.02,1100.0,,,,5.0,110.0
3,3,mask_ppo_16_iti_11_td_006,0,0,0,1,0.0,,16.0,0.06,1100.0,,,,5.0,110.0
3,3,mask_ppo_16_iti_11_td_01,0,0,0,1,0.0,,16.0,0.1,1100.0,,,,5.0,110.0
3,3,mask_ppo_16_iti_23_td_002,0,0,0,1,0.0,,16.0,0.02,2300.0,,,,4.0,123.0
3,3,mask_ppo_16_td_002_iti_03_target_fq_1430_td_006_r_2,1,0,0,0,1669.0,40.0,16.0,0.02,300.0,1430.0,2.0,0.06,6.0,84.0
3,3,mask_ppo_16_td_002_iti_03_target_fq_2924_td_006_r_2,1,0,0,0,3159.0,40.0,16.0,0.02,300.0,2924.0,2.0,0.06,6.0,84.0
3,3,mask_ppo_16_td_002_iti_03_target_fq_699_td_006_r_1,1,0,0,0,5791.0,40.0,16.0,0.02,300.0,699.0,1.0,0.06,6.0,84.0
3,3,mask_ppo_16_td_002_iti_03_target_fq_699_td_006_r_2,1,0,0,0,4834.0,40.0,16.0,0.02,300.0,699.0,2.0,0.06,6.0,84.0
3,3,mask_ppo_16_td_002_iti_03_target_fq_699_td_006_r_5,1,0,0,0,1854.0,40.0,16.0,0.02,300.0,699.0,5.0,0.06,6.0,84.0
3,3,mask_ppo_16_td_002_iti_11_target_fq_1430_td_006_r_2,1,0,0,0,1598.0,40.0,16.0,0.02,1100.0,1430.0,2.0,0.06,5.0,110.0
3,3,mask_ppo_16_td_002_iti_11_target_fq_699_td_006_r_1,1,0,0,0,2059.0,40.0,16.0,0.02,1100.0,699.0,1.0,0.06,5.0,110.0
3,3,mask_ppo_16_td_002_iti_23_target_fq_1000_td_006_r_2,1,0,0,0,1811.0,40.0,16.0,0.02,2300.0,1000.0,2.0,0.06,4.0,123.0
3,3,mask_ppo_32_iti_03_td_002,0,0,0,1,0.0,,32.0,0.02,300.0,,,,11.0,169.0
3,3,mask_ppo_32_iti_11_td_002,0,0,0,1,0.0,,32.0,0.02,1100.0,,,,9.0,221.0
3,3,mask_ppo_32_iti_23_td_002,0,0,0,1,0.0,,32.0,0.02,2300.0,,,,8.0,246.0
3,3,mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1,1,0,0,0,5528.0,40.0,32.0,0.02,300.0,1000.0,1.0,0.06,11.0,169.0
3,3,mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_2,1,0,0,0,6368.0,40.0,32.0,0.02,300.0,1430.0,2.0,0.06,11.0,169.0
3,3,mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1,1,0,0,0,4887.0,40.0,32.0,0.02,300.0,2924.0,1.0,0.06,11.0,169.0
3,3,mask_ppo_32_td_002_iti_03_target_fq_489_td_006_r_5,1,0,0,0,7781.0,40.0,32.0,0.02,300.0,489.0,5.0,0.06,11.0,169.0
3,3,mask_ppo_32_td_002_iti_11_target_fq_1000_td_006_r_1,1,0,0,0,1870.0,40.0,32.0,0.02,1100.0,1000.0,1.0,0.06,9.0,221.0
3,3,mask_ppo_32_td_002_iti_11_target_fq_1430_td_006_r_1,1,0,0,0,2183.0,40.0,32.0,0.02,1100.0,1430.0,1.0,0.06,9.0,221.0
3,3,mask_ppo_32_td_002_iti_11_target_fq_699_td_006_r_1,1,0,0,0,4690.0,40.0,32.0,0.02,1100.0,699.0,1.0,0.06,9.0,221.0
3,3,mask_ppo_32_td_002_iti_23_target_fq_2045_td_006_r_2,1,0,0,0,1865.0,40.0,32.0,0.02,2300.0,2045.0,2.0,0.06,8.0,246.0
3,3,mask_ppo_32_td_002_iti_23_target_fq_2924_td_006_r_5,1,0,0,0,1563.0,40.0,32.0,0.02,2300.0,2924.0,5.0,0.06,8.0,246.0
3,3,mask_ppo_64_iti_03_td_002,0,0,0,1,0.0,,64.0,0.02,300.0,,,,23.0,339.0
3,3,mask_ppo_64_iti_11_td_002,0,0,0,1,0.0,,64.0,0.02,1100.0,,,,19.0,442.0
3,3,mask_ppo_64_iti_11_td_006,0,0,0,1,0.0,,64.0,0.06,1100.0,,,,19.0,442.0
3,3,mask_ppo_64_iti_11_td_01,0,0,0,1,0.0,,64.0,0.1,1100.0,,,,20.0,442.0
3,3,mask_ppo_64_iti_23_td_002,0,0,0,1,0.0,,64.0,0.02,2300.0,,,,17.0,492.0
3,3,mask_ppo_64_td_002_iti_03_target_fq_1000_td_006_r_1,0,0,1,0,0.0,40.0,64.0,0.02,300.0,1000.0,1.0,0.06,23.0,339.0
3,3,mask_ppo_64_td_002_iti_03_target_fq_1430_td_006_r_5,1,0,0,0,3414.0,40.0,64.0,0.02,300.0,1430.0,5.0,0.06,23.0,339.0
3,3,mask_ppo_64_td_002_iti_03_target_fq_2045_td_006_r_2,0,0,1,0,0.0,40.0,64.0,0.02,300.0,2045.0,2.0,0.06,23.0,339.0
3,3,mask_ppo_64_td_002_iti_03_target_fq_699_td_006_r_2,0,0,1,0,0.0,40.0,64.0,0.02,300.0,699.0,2.0,0.06,23.0,339.0
3,3,mask_ppo_64_td_002_iti_11_target_fq_1000_td_006_r_2,1,0,0,0,5122.0,40.0,64.0,0.02,1100.0,1000.0,2.0,0.06,19.0,442.0
3,3,mask_ppo_64_td_002_iti_11_target_fq_1430_td_006_r_1,1,0,0,0,2201.0,40.0,64.0,0.02,1100.0,1430.0,1.0,0.06,19.0,442.0
3,3,mask_ppo_64_td_002_iti_11_target_fq_2924_td_006_r_1,1,0,0,0,5609.0,40.0,64.0,0.02,1100.0,2924.0,1.0,0.06,19.0,442.0
3,3,mask_ppo_64_td_002_iti_23_target_fq_1430_td_006_r_2,1,0,0,0,1758.0,40.0,64.0,0.02,2300.0,1430.0,2.0,0.06,17.0,492.0
3,3,mask_ppo_64_td_002_iti_23_target_fq_2045_td_006_r_2,1,0,0,0,2553.0,40.0,64.0,0.02,2300.0,2045.0,2.0,0.06,17.0,492.0
3,3,mask_ppo_64_td_002_iti_23_target_fq_2924_td_006_r_1,1,0,0,0,3953.0,40.0,64.0,0.02,2300.0,2924.0,1.0,0.06,17.0,492.0
3,4,mask_ppo_16_iti_03_td_002,0,1,0,0,11639.0,,16.0,0.02,300.0,,,,6.0,84.0
3,4,mask_ppo_16_iti_11_td_002,0,0,0,1,0.0,,16.0,0.02,1100.0,,,,5.0,110.0
3,4,mask_ppo_16_iti_11_td_006,0,0,0,1,0.0,,16.0,0.06,1100.0,,,,5.0,110.0
3,4,mask_ppo_16_iti_11_td_01,0,1,0,0,6809.0,,16.0,0.1,1100.0,,,,5.0,110.0
3,4,mask_ppo_16_iti_23_td_002,0,0,0,1,0.0,,16.0,0.02,2300.0,,,,4.0,123.0
3,4,mask_ppo_16_td_002_iti_11_target_fq_2045_td_006_r_2,1,0,0,0,2109.0,40.0,16.0,0.02,1100.0,2045.0,2.0,0.06,5.0,110.0
3,4,mask_ppo_16_td_002_iti_11_target_fq_2924_td_006_r_1,1,0,0,0,2114.0,40.0,16.0,0.02,1100.0,2924.0,1.0,0.06,5.0,110.0
3,4,mask_ppo_16_td_002_iti_11_target_fq_699_td_006_r_5,1,0,0,0,1439.0,40.0,16.0,0.02,1100.0,699.0,5.0,0.06,5.0,110.0
3,4,mask_ppo_16_td_002_iti_23_target_fq_1430_td_006_r_1,1,0,0,0,1852.0,40.0,16.0,0.02,2300.0,1430.0,1.0,0.06,4.0,123.0
3,4,mask_ppo_16_td_002_iti_23_target_fq_2045_td_006_r_1,1,0,0,0,2642.0,40.0,16.0,0.02,2300.0,2045.0,1.0,0.06,4.0,123.0
3,4,mask_ppo_16_td_002_iti_23_target_fq_2045_td_006_r_5,1,0,0,0,1704.0,40.0,16.0,0.02,2300.0,2045.0,5.0,0.06,4.0,123.0
3,4,mask_ppo_16_td_002_iti_23_target_fq_2924_td_006_r_2,1,0,0,0,1750.0,40.0,16.0,0.02,2300.0,2924.0,2.0,0.06,4.0,123.0
3,4,mask_ppo_16_td_002_iti_23_target_fq_489_td_006_r_2,1,0,0,0,1384.0,40.0,16.0,0.02,2300.0,489.0,2.0,0.06,4.0,123.0
3,4,mask_ppo_32_iti_03_td_002,0,0,0,1,0.0,,32.0,0.02,300.0,,,,11.0,169.0
3,4,mask_ppo_32_iti_11_td_002,0,0,0,1,0.0,,32.0,0.02,1100.0,,,,9.0,221.0
3,4,mask_ppo_32_iti_23_td_002,0,0,0,1,0.0,,32.0,0.02,2300.0,,,,8.0,246.0
3,4,mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_5,1,0,0,0,1692.0,40.0,32.0,0.02,300.0,1430.0,5.0,0.06,11.0,169.0
3,4,mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1,1,0,0,0,8389.0,40.0,32.0,0.02,300.0,699.0,1.0,0.06,11.0,169.0
3,4,mask_ppo_32_td_002_iti_11_target_fq_1000_td_006_r_2,1,0,0,0,1878.0,40.0,32.0,0.02,1100.0,1000.0,2.0,0.06,9.0,221.0
3,4,mask_ppo_32_td_002_iti_11_target_fq_1000_td_006_r_5,1,0,0,0,1791.0,40.0,32.0,0.02,1100.0,1000.0,5.0,0.06,9.0,221.0
3,4,mask_ppo_32_td_002_iti_11_target_fq_2045_td_006_r_5,1,0,0,0,1598.0,40.0,32.0,0.02,1100.0,2045.0,5.0,0.06,9.0,221.0
3,4,mask_ppo_32_td_002_iti_11_target_fq_2924_td_006_r_1,1,0,0,0,2695.0,40.0,32.0,0.02,1100.0,2924.0,1.0,0.06,9.0,221.0
3,4,mask_ppo_32_td_002_iti_11_target_fq_2924_td_006_r_2,1,0,0,0,2012.0,40.0,32.0,0.02,1100.0,2924.0,2.0,0.06,9.0,221.0
3,4,mask_ppo_32_td_002_iti_23_target_fq_1430_td_006_r_1,1,0,0,0,1783.0,40.0,32.0,0.02,2300.0,1430.0,1.0,0.06,8.0,246.0
3,4,mask_ppo_32_td_002_iti_23_target_fq_489_td_006_r_1,1,0,0,0,1929.0,40.0,32.0,0.02,2300.0,489.0,1.0,0.06,8.0,246.0
3,4,mask_ppo_32_td_002_iti_23_target_fq_489_td_006_r_2,1,0,0,0,1918.0,40.0,32.0,0.02,2300.0,489.0,2.0,0.06,8.0,246.0
3,4,mask_ppo_32_td_002_iti_23_target_fq_699_td_006_r_1,1,0,0,0,1890.0,40.0,32.0,0.02,2300.0,699.0,1.0,0.06,8.0,246.0
3,4,mask_ppo_64_iti_03_td_002,0,0,0,1,0.0,,64.0,0.02,300.0,,,,23.0,339.0
3,4,mask_ppo_64_iti_11_td_002,0,1,0,0,4347.0,,64.0,0.02,1100.0,,,,19.0,442.0
3,4,mask_ppo_64_iti_11_td_006,0,0,0,1,0.0,,64.0,0.06,1100.0,,,,19.0,442.0
3,4,mask_ppo_64_iti_11_td_01,0,0,0,1,0.0,,64.0,0.1,1100.0,,,,20.0,442.0
3,4,mask_ppo_64_iti_23_td_002,0,0,0,1,0.0,,64.0,0.02,2300.0,,,,17.0,492.0
3,4,mask_ppo_64_td_002_iti_11_target_fq_1000_td_006_r_1,1,0,0,0,2928.0,40.0,64.0,0.02,1100.0,1000.0,1.0,0.06,19.0,442.0
3,4,mask_ppo_64_td_002_iti_11_target_fq_1430_td_006_r_5,1,0,0,0,2430.0,40.0,64.0,0.02,1100.0,1430.0,5.0,0.06,19.0,442.0
3,4,mask_ppo_64_td_002_iti_11_target_fq_489_td_006_r_1,1,0,0,0,4736.0,40.0,64.0,0.02,1100.0,489.0,1.0,0.06,19.0,442.0
3,4,mask_ppo_64_td_002_iti_23_target_fq_1000_td_006_r_2,1,0,0,0,1884.0,40.0,64.0,0.02,2300.0,1000.0,2.0,0.06,17.0,492.0
3,4,mask_ppo_64_td_002_iti_23_target_fq_1000_td_006_r_5,1,0,0,0,1831.0,40.0,64.0,0.02,2300.0,1000.0,5.0,0.06,17.0,492.0
3,4,mask_ppo_64_td_002_iti_23_target_fq_2924_td_006_r_5,1,0,0,0,1601.0,40.0,64.0,0.02,2300.0,2924.0,5.0,0.06,17.0,492.0
3,4,mask_ppo_64_td_002_iti_23_target_fq_489_td_006_r_5,1,0,0,0,1936.0,40.0,64.0,0.02,2300.0,489.0,5.0,0.06,17.0,492.0
3,4,mask_ppo_64_td_002_iti_23_target_fq_699_td_006_r_1,1,0,0,0,3235.0,40.0,64.0,0.02,2300.0,699.0,1.0,0.06,17.0,492.0
3,5,mask_ppo_16_iti_03_td_002,0,0,0,1,0.0,,16.0,0.02,300.0,,,,6.0,84.0
3,5,mask_ppo_16_iti_11_td_002,0,0,0,1,0.0,,16.0,0.02,1100.0,,,,5.0,110.0
3,5,mask_ppo_16_iti_11_td_006,0,0,0,1,0.0,,16.0,0.06,1100.0,,,,5.0,110.0
3,5,mask_ppo_16_iti_11_td_01,0,0,0,1,0.0,,16.0,0.1,1100.0,,,,5.0,110.0
3,5,mask_ppo_16_iti_23_td_002,0,0,0,1,0.0,,16.0,0.02,2300.0,,,,4.0,123.0
3,5,mask_ppo_16_td_002_iti_03_target_fq_1430_td_006_r_1,1,0,0,0,1898.0,40.0,16.0,0.02,300.0,1430.0,1.0,0.06,6.0,84.0
3,5,mask_ppo_16_td_002_iti_03_target_fq_2045_td_006_r_5,1,0,0,0,1423.0,40.0,16.0,0.02,300.0,2045.0,5.0,0.06,6.0,84.0
3,5,mask_ppo_16_td_002_iti_03_target_fq_489_td_006_r_2,1,0,0,0,3196.0,40.0,16.0,0.02,300.0,489.0,2.0,0.06,6.0,84.0
3,5,mask_ppo_16_td_002_iti_03_target_fq_489_td_006_r_5,1,0,0,0,1883.0,40.0,16.0,0.02,300.0,489.0,5.0,0.06,6.0,84.0
3,5,mask_ppo_16_td_002_iti_11_target_fq_2045_td_006_r_1,1,0,0,0,2156.0,40.0,16.0,0.02,1100.0,2045.0,1.0,0.06,5.0,110.0
3,5,mask_ppo_16_td_002_iti_11_target_fq_489_td_006_r_1,1,0,0,0,2720.0,40.0,16.0,0.02,1100.0,489.0,1.0,0.06,5.0,110.0
3,5,mask_ppo_16_td_002_iti_11_target_fq_699_td_006_r_2,1,0,0,0,1672.0,40.0,16.0,0.02,1100.0,699.0,2.0,0.06,5.0,110.0
3,5,mask_ppo_16_td_002_iti_23_target_fq_2045_td_006_r_2,1,0,0,0,1444.0,40.0,16.0,0.02,2300.0,2045.0,2.0,0.06,4.0,123.0
3,5,mask_ppo_16_td_002_iti_23_target_fq_2924_td_006_r_1,1,0,0,0,2834.0,40.0,16.0,0.02,2300.0,2924.0,1.0,0.06,4.0,123.0
3,5,mask_ppo_16_td_002_iti_23_target_fq_489_td_006_r_1,1,0,0,0,1723.0,40.0,16.0,0.02,2300.0,489.0,1.0,0.06,4.0,123.0
3,5,mask_ppo_16_td_002_iti_23_target_fq_489_td_006_r_5,1,0,0,0,1200.0,40.0,16.0,0.02,2300.0,489.0,5.0,0.06,4.0,123.0
3,5,mask_ppo_32_iti_03_td_002,0,0,0,1,0.0,,32.0,0.02,300.0,,,,11.0,169.0
3,5,mask_ppo_32_iti_11_td_002,0,0,0,1,0.0,,32.0,0.02,1100.0,,,,9.0,221.0
3,5,mask_ppo_32_iti_23_td_002,0,0,0,1,0.0,,32.0,0.02,2300.0,,,,8.0,246.0
3,5,mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_2,1,0,0,0,1884.0,40.0,32.0,0.02,300.0,2045.0,2.0,0.06,11.0,169.0
3,5,mask_ppo_32_td_002_iti_11_target_fq_2045_td_006_r_2,1,0,0,0,2341.0,40.0,32.0,0.02,1100.0,2045.0,2.0,0.06,9.0,221.0
3,5,mask_ppo_32_td_002_iti_11_target_fq_2924_td_006_r_5,1,0,0,0,1479.0,40.0,32.0,0.02,1100.0,2924.0,5.0,0.06,9.0,221.0
3,5,mask_ppo_32_td_002_iti_11_target_fq_699_td_006_r_2,1,0,0,0,2755.0,40.0,32.0,0.02,1100.0,699.0,2.0,0.06,9.0,221.0
3,5,mask_ppo_32_td_002_iti_23_target_fq_2045_td_006_r_5,1,0,0,0,2079.0,40.0,32.0,0.02,2300.0,2045.0,5.0,0.06,8.0,246.0
3,5,mask_ppo_32_td_002_iti_23_target_fq_489_td_006_r_5,1,0,0,0,1625.0,40.0,32.0,0.02,2300.0,489.0,5.0,0.06,8.0,246.0
3,5,mask_ppo_32_td_002_iti_23_target_fq_699_td_006_r_2,1,0,0,0,1884.0,40.0,32.0,0.02,2300.0,699.0,2.0,0.06,8.0,246.0
3,5,mask_ppo_64_iti_03_td_002,0,0,0,1,0.0,,64.0,0.02,300.0,,,,23.0,339.0
3,5,mask_ppo_64_iti_11_td_002,0,0,0,1,0.0,,64.0,0.02,1100.0,,,,19.0,442.0
3,5,mask_ppo_64_iti_11_td_006,0,0,0,1,0.0,,64.0,0.06,1100.0,,,,19.0,442.0
3,5,mask_ppo_64_iti_11_td_01,0,0,0,1,0.0,,64.0,0.1,1100.0,,,,20.0,442.0
3,5,mask_ppo_64_iti_23_td_002,0,0,0,1,0.0,,64.0,0.02,2300.0,,,,17.0,492.0
3,5,mask_ppo_64_td_002_iti_03_target_fq_2924_td_006_r_2,1,0,0,0,4312.0,40.0,64.0,0.02,300.0,2924.0,2.0,0.06,23.0,339.0
3,5,mask_ppo_64_td_002_iti_03_target_fq_2924_td_006_r_5,1,0,0,0,2426.0,40.0,64.0,0.02,300.0,2924.0,5.0,0.06,23.0,339.0
3,5,mask_ppo_64_td_002_iti_03_target_fq_489_td_006_r_5,0,0,1,0,0.0,40.0,64.0,0.02,300.0,489.0,5.0,0.06,23.0,339.0
3,5,mask_ppo_64_td_002_iti_03_target_fq_699_td_006_r_1,0,0,1,0,0.0,40.0,64.0,0.02,300.0,699.0,1.0,0.06,23.0,339.0
3,5,mask_ppo_64_td_002_iti_11_target_fq_1000_td_006_r_5,1,0,0,0,1954.0,40.0,64.0,0.02,1100.0,1000.0,5.0,0.06,19.0,442.0
3,5,mask_ppo_64_td_002_iti_11_target_fq_699_td_006_r_5,1,0,0,0,2087.0,40.0,64.0,0.02,1100.0,699.0,5.0,0.06,19.0,442.0
3,5,mask_ppo_64_td_002_iti_23_target_fq_2045_td_006_r_5,1,0,0,0,1497.0,40.0,64.0,0.02,2300.0,2045.0,5.0,0.06,17.0,492.0
3,5,mask_ppo_64_td_002_iti_23_target_fq_489_td_006_r_2,1,0,0,0,1923.0,40.0,64.0,0.02,2300.0,489.0,2.0,0.06,17.0,492.0
3,5,mask_ppo_64_td_002_iti_23_target_fq_699_td_006_r_5,1,0,0,0,1354.0,40.0,64.0,0.02,2300.0,699.0,5.0,0.06,17.0,492.0
3,6,mask_ppo_16_iti_03_td_002,0,0,0,1,0.0,,16.0,0.02,300.0,,,,6.0,84.0
3,6,mask_ppo_16_iti_11_td_002,0,0,0,1,0.0,,16.0,0.02,1100.0,,,,5.0,110.0
3,6,mask_ppo_16_iti_11_td_006,0,0,0,1,0.0,,16.0,0.06,1100.0,,,,5.0,110.0
3,6,mask_ppo_16_iti_11_td_01,0,1,0,0,5809.0,,16.0,0.1,1100.0,,,,5.0,110.0
3,6,mask_ppo_16_iti_23_td_002,0,0,0,1,0.0,,16.0,0.02,2300.0,,,,4.0,123.0
3,6,mask_ppo_16_td_002_iti_03_target_fq_1000_td_006_r_2,1,0,0,0,1414.0,40.0,16.0,0.02,300.0,1000.0,2.0,0.06,6.0,84.0
3,6,mask_ppo_16_td_002_iti_03_target_fq_1430_td_006_r_5,1,0,0,0,1971.0,40.0,16.0,0.02,300.0,1430.0,5.0,0.06,6.0,84.0
3,6,mask_ppo_16_td_002_iti_11_target_fq_489_td_006_r_5,1,0,0,0,1203.0,40.0,16.0,0.02,1100.0,489.0,5.0,0.06,5.0,110.0
3,6,mask_ppo_16_td_002_iti_23_target_fq_1430_td_006_r_2,1,0,0,0,1545.0,40.0,16.0,0.02,2300.0,1430.0,2.0,0.06,4.0,123.0
3,6,mask_ppo_16_td_002_iti_23_target_fq_1430_td_006_r_5,1,0,0,0,1712.0,40.0,16.0,0.02,2300.0,1430.0,5.0,0.06,4.0,123.0
3,6,mask_ppo_16_td_002_iti_23_target_fq_2924_td_006_r_5,1,0,0,0,1426.0,40.0,16.0,0.02,2300.0,2924.0,5.0,0.06,4.0,123.0
3,6,mask_ppo_16_td_002_iti_23_target_fq_699_td_006_r_1,1,0,0,0,1829.0,40.0,16.0,0.02,2300.0,699.0,1.0,0.06,4.0,123.0
3,6,mask_ppo_32_iti_03_td_002,0,0,0,1,0.0,,32.0,0.02,300.0,,,,11.0,169.0
3,6,mask_ppo_32_iti_11_td_002,0,0,0,1,0.0,,32.0,0.02,1100.0,,,,9.0,221.0
3,6,mask_ppo_32_iti_23_td_002,0,0,0,1,0.0,,32.0,0.02,2300.0,,,,8.0,246.0
3,6,mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_2,1,0,0,0,2366.0,40.0,32.0,0.02,300.0,1000.0,2.0,0.06,11.0,169.0
3,6,mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_5,1,0,0,0,1839.0,40.0,32.0,0.02,300.0,1000.0,5.0,0.06,11.0,169.0
3,6,mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1,1,0,0,0,2909.0,40.0,32.0,0.02,300.0,1430.0,1.0,0.06,11.0,169.0
3,6,mask_ppo_32_td_002_iti_11_target_fq_489_td_006_r_2,1,0,0,0,2302.0,40.0,32.0,0.02,1100.0,489.0,2.0,0.06,9.0,221.0
3,6,mask_ppo_32_td_002_iti_23_target_fq_1430_td_006_r_2,1,0,0,0,1633.0,40.0,32.0,0.02,2300.0,1430.0,2.0,0.06,8.0,246.0
3,6,mask_ppo_32_td_002_iti_23_target_fq_1430_td_006_r_5,1,0,0,0,1380.0,40.0,32.0,0.02,2300.0,1430.0,5.0,0.06,8.0,246.0
3,6,mask_ppo_32_td_002_iti_23_target_fq_2924_td_006_r_2,1,0,0,0,1370.0,40.0,32.0,0.02,2300.0,2924.0,2.0,0.06,8.0,246.0
3,6,mask_ppo_64_iti_03_td_002,0,0,0,1,0.0,,64.0,0.02,300.0,,,,23.0,339.0
3,6,mask_ppo_64_iti_11_td_002,0,0,0,1,0.0,,64.0,0.02,1100.0,,,,19.0,442.0
3,6,mask_ppo_64_iti_11_td_006,0,0,0,1,0.0,,64.0,0.06,1100.0,,,,19.0,442.0
