Sujet,Bloc,Stim,Hits,FA,Miss,RC,RT,Similarity,m_ppo,m_td,m_iti,t_pi,T.Rate,t_td,m_density,Uncertainty
4,5,mask_ppo_4_td_006_target_fq_2045_td_002_r_5,1,0,0,0,1427.0,40.0,4.0,0.06,1500.0,2045.0,5.0,0.02,1.0,29.0
4,5,mask_ppo_4_td_006_target_fq_699_td_002_r_20,1,0,0,0,1711.0,40.0,4.0,0.06,1500.0,699.0,20.0,0.02,1.0,29.0
4,5,mask_ppo_4_td_008,0,0,0,1,0.0,,4.0,0.08,1500.0,,,,1.0,29.0
4,5,mask_ppo_4_td_01,0,0,0,1,0.0,,4.0,0.1,1500.0,,,,1.0,29.0
4,5,mask_ppo_4_td_01_target_fq_1000_td_002_r_5,1,0,0,0,1345.0,80.0,4.0,0.1,1500.0,1000.0,5.0,0.02,1.0,29.0
4,5,mask_ppo_4_td_01_target_fq_2045_td_002_r_5,1,0,0,0,1554.0,80.0,4.0,0.1,1500.0,2045.0,5.0,0.02,1.0,29.0
4,5,mask_ppo_4_td_01_target_fq_489_td_002_r_5,1,0,0,0,1582.0,80.0,4.0,0.1,1500.0,489.0,5.0,0.02,1.0,29.0
4,5,mask_ppo_64_td_002,0,0,0,1,0.0,,64.0,0.02,1500.0,,,,18.0,463.0
4,5,mask_ppo_64_td_002_target_fq_1430_td_002_r_5,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,1430.0,5.0,0.02,18.0,463.0
4,5,mask_ppo_64_td_002_target_fq_2924_td_002_r_5,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,2924.0,5.0,0.02,18.0,463.0
4,5,mask_ppo_64_td_002_target_fq_489_td_002_r_5,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,489.0,5.0,0.02,18.0,463.0
4,5,mask_ppo_64_td_002_target_fq_699_td_002_r_10,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,699.0,10.0,0.02,18.0,463.0
4,5,mask_ppo_64_td_004,0,0,0,1,0.0,,64.0,0.04,1500.0,,,,18.0,463.0
4,5,mask_ppo_64_td_006,0,0,0,1,0.0,,64.0,0.06,1500.0,,,,19.0,463.0
4,5,mask_ppo_64_td_006_target_fq_1430_td_002_r_20,1,0,0,0,1777.0,40.0,64.0,0.06,1500.0,1430.0,20.0,0.02,19.0,463.0
4,5,mask_ppo_64_td_006_target_fq_2924_td_002_r_20,1,0,0,0,2729.0,40.0,64.0,0.06,1500.0,2924.0,20.0,0.02,19.0,463.0
4,5,mask_ppo_64_td_006_target_fq_699_td_002_r_10,1,0,0,0,1831.0,40.0,64.0,0.06,1500.0,699.0,10.0,0.02,19.0,463.0
4,5,mask_ppo_64_td_01,0,0,0,1,0.0,,64.0,0.1,1500.0,,,,19.0,463.0
4,5,mask_ppo_64_td_01_target_fq_1430_td_002_r_10,1,0,0,0,3658.0,80.0,64.0,0.1,1500.0,1430.0,10.0,0.02,19.0,463.0
4,5,mask_ppo_64_td_01_target_fq_489_td_002_r_20,1,0,0,0,2269.0,80.0,64.0,0.1,1500.0,489.0,20.0,0.02,19.0,463.0
4,5,mask_ppo_64_td_01_target_fq_489_td_002_r_5,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,489.0,5.0,0.02,19.0,463.0
4,6,mask_ppo_16_td_002,0,1,0,0,5946.0,,16.0,0.02,1500.0,,,,4.0,115.0
4,6,mask_ppo_16_td_002_target_fq_1000_td_002_r_20,1,0,0,0,3800.0,0.0,16.0,0.02,1500.0,1000.0,20.0,0.02,4.0,115.0
4,6,mask_ppo_16_td_002_target_fq_2045_td_002_r_10,1,0,0,0,1127.0,0.0,16.0,0.02,1500.0,2045.0,10.0,0.02,4.0,115.0
4,6,mask_ppo_16_td_002_target_fq_489_td_002_r_10,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,489.0,10.0,0.02,4.0,115.0
4,6,mask_ppo_16_td_002_target_fq_699_td_002_r_10,1,0,0,0,5290.0,0.0,16.0,0.02,1500.0,699.0,10.0,0.02,4.0,115.0
4,6,mask_ppo_16_td_004,0,0,0,1,0.0,,16.0,0.04,1500.0,,,,5.0,115.0
4,6,mask_ppo_16_td_006,0,0,0,1,0.0,,16.0,0.06,1500.0,,,,5.0,115.0
4,6,mask_ppo_16_td_006_target_fq_1000_td_002_r_10,1,0,0,0,2109.0,40.0,16.0,0.06,1500.0,1000.0,10.0,0.02,5.0,115.0
4,6,mask_ppo_16_td_006_target_fq_2045_td_002_r_20,1,0,0,0,1360.0,40.0,16.0,0.06,1500.0,2045.0,20.0,0.02,5.0,115.0
4,6,mask_ppo_16_td_006_target_fq_489_td_002_r_10,1,0,0,0,1396.0,40.0,16.0,0.06,1500.0,489.0,10.0,0.02,5.0,115.0
4,6,mask_ppo_16_td_01,0,0,0,1,0.0,,16.0,0.1,1500.0,,,,5.0,115.0
4,6,mask_ppo_16_td_01_target_fq_1000_td_002_r_5,1,0,0,0,2043.0,80.0,16.0,0.1,1500.0,1000.0,5.0,0.02,5.0,115.0
4,6,mask_ppo_16_td_01_target_fq_1430_td_002_r_20,1,0,0,0,1630.0,80.0,16.0,0.1,1500.0,1430.0,20.0,0.02,5.0,115.0
4,6,mask_ppo_16_td_01_target_fq_489_td_002_r_5,1,0,0,0,2022.0,80.0,16.0,0.1,1500.0,489.0,5.0,0.02,5.0,115.0
4,6,mask_ppo_4_td_002,0,0,0,1,0.0,,4.0,0.02,1500.0,,,,1.0,29.0
4,6,mask_ppo_4_td_002_target_fq_1430_td_002_r_5,1,0,0,0,7716.0,0.0,4.0,0.02,1500.0,1430.0,5.0,0.02,1.0,29.0
4,6,mask_ppo_4_td_002_target_fq_2924_td_002_r_5,0,0,1,0,0.0,0.0,4.0,0.02,1500.0,2924.0,5.0,0.02,1.0,29.0
4,6,mask_ppo_4_td_002_target_fq_699_td_002_r_5,1,0,0,0,10019.0,0.0,4.0,0.02,1500.0,699.0,5.0,0.02,1.0,29.0
4,6,mask_ppo_4_td_004,0,0,0,1,0.0,,4.0,0.04,1500.0,,,,1.0,29.0
4,6,mask_ppo_4_td_006,0,0,0,1,0.0,,4.0,0.06,1500.0,,,,1.0,29.0
4,6,mask_ppo_4_td_006_target_fq_1430_td_002_r_5,1,0,0,0,1726.0,40.0,4.0,0.06,1500.0,1430.0,5.0,0.02,1.0,29.0
4,6,mask_ppo_4_td_006_target_fq_2045_td_002_r_10,1,0,0,0,1500.0,40.0,4.0,0.06,1500.0,2045.0,10.0,0.02,1.0,29.0
4,6,mask_ppo_4_td_006_target_fq_489_td_002_r_20,1,0,0,0,1417.0,40.0,4.0,0.06,1500.0,489.0,20.0,0.02,1.0,29.0
4,6,mask_ppo_4_td_008,0,0,0,1,0.0,,4.0,0.08,1500.0,,,,1.0,29.0
4,6,mask_ppo_4_td_01,0,0,0,1,0.0,,4.0,0.1,1500.0,,,,1.0,29.0
4,6,mask_ppo_4_td_01_target_fq_1430_td_002_r_20,1,0,0,0,1167.0,80.0,4.0,0.1,1500.0,1430.0,20.0,0.02,1.0,29.0
4,6,mask_ppo_4_td_01_target_fq_2924_td_002_r_5,1,0,0,0,1779.0,80.0,4.0,0.1,1500.0,2924.0,5.0,0.02,1.0,29.0
4,6,mask_ppo_64_td_002,0,1,0,0,11282.0,,64.0,0.02,1500.0,,,,18.0,463.0
4,6,mask_ppo_64_td_002_target_fq_1000_td_002_r_5,1,0,0,0,9003.0,0.0,64.0,0.02,1500.0,1000.0,5.0,0.02,18.0,463.0
4,6,mask_ppo_64_td_002_target_fq_2924_td_002_r_10,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,2924.0,10.0,0.02,18.0,463.0
4,6,mask_ppo_64_td_004,0,1,0,0,10378.0,,64.0,0.04,1500.0,,,,18.0,463.0
4,6,mask_ppo_64_td_006,0,0,0,1,0.0,,64.0,0.06,1500.0,,,,19.0,463.0
4,6,mask_ppo_64_td_006_target_fq_1000_td_002_r_5,1,0,0,0,4426.0,40.0,64.0,0.06,1500.0,1000.0,5.0,0.02,19.0,463.0
4,6,mask_ppo_64_td_006_target_fq_2045_td_002_r_5,1,0,0,0,9746.0,40.0,64.0,0.06,1500.0,2045.0,5.0,0.02,19.0,463.0
4,6,mask_ppo_64_td_006_target_fq_699_td_002_r_5,1,0,0,0,4627.0,40.0,64.0,0.06,1500.0,699.0,5.0,0.02,19.0,463.0
4,6,mask_ppo_64_td_01,0,0,0,1,0.0,,64.0,0.1,1500.0,,,,19.0,463.0
4,6,mask_ppo_64_td_01_target_fq_1430_td_002_r_5,1,0,0,0,6665.0,80.0,64.0,0.1,1500.0,1430.0,5.0,0.02,19.0,463.0
4,6,mask_ppo_64_td_01_target_fq_2924_td_002_r_20,1,0,0,0,2523.0,80.0,64.0,0.1,1500.0,2924.0,20.0,0.02,19.0,463.0
4,6,mask_ppo_64_td_01_target_fq_2924_td_002_r_5,1,0,0,0,5511.0,80.0,64.0,0.1,1500.0,2924.0,5.0,0.02,19.0,463.0
4,6,mask_ppo_64_td_01_target_fq_699_td_002_r_10,1,0,0,0,2643.0,80.0,64.0,0.1,1500.0,699.0,10.0,0.02,19.0,463.0
5,1,mask_ppo_16_td_002,0,1,0,0,7632.0,,16.0,0.02,1500.0,,,,4.0,115.0
5,1,mask_ppo_16_td_002_target_fq_1000_td_002_r_10,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,1000.0,10.0,0.02,4.0,115.0
5,1,mask_ppo_16_td_002_target_fq_1430_td_002_r_10,1,0,0,0,4661.0,0.0,16.0,0.02,1500.0,1430.0,10.0,0.02,4.0,115.0
5,1,mask_ppo_16_td_002_target_fq_2924_td_002_r_5,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,2924.0,5.0,0.02,4.0,115.0
5,1,mask_ppo_16_td_004,0,0,0,1,0.0,,16.0,0.04,1500.0,,,,5.0,115.0
5,1,mask_ppo_16_td_006,0,0,0,1,0.0,,16.0,0.06,1500.0,,,,5.0,115.0
5,1,mask_ppo_16_td_006_target_fq_1430_td_002_r_20,0,0,1,0,0.0,40.0,16.0,0.06,1500.0,1430.0,20.0,0.02,5.0,115.0
5,1,mask_ppo_16_td_006_target_fq_699_td_002_r_20,0,0,1,0,0.0,40.0,16.0,0.06,1500.0,699.0,20.0,0.02,5.0,115.0
5,1,mask_ppo_16_td_01,0,0,0,1,0.0,,16.0,0.1,1500.0,,,,5.0,115.0
5,1,mask_ppo_16_td_01_target_fq_1000_td_002_r_10,1,0,0,0,6407.0,80.0,16.0,0.1,1500.0,1000.0,10.0,0.02,5.0,115.0
5,1,mask_ppo_16_td_01_target_fq_2924_td_002_r_5,1,0,0,0,10088.0,80.0,16.0,0.1,1500.0,2924.0,5.0,0.02,5.0,115.0
5,1,mask_ppo_16_td_01_target_fq_699_td_002_r_5,0,0,1,0,0.0,80.0,16.0,0.1,1500.0,699.0,5.0,0.02,5.0,115.0
5,1,mask_ppo_4_td_002,0,0,0,1,0.0,,4.0,0.02,1500.0,,,,1.0,29.0
5,1,mask_ppo_4_td_002_target_fq_2045_td_002_r_5,1,0,0,0,4817.0,0.0,4.0,0.02,1500.0,2045.0,5.0,0.02,1.0,29.0
5,1,mask_ppo_4_td_002_target_fq_489_td_002_r_10,0,0,1,0,0.0,0.0,4.0,0.02,1500.0,489.0,10.0,0.02,1.0,29.0
5,1,mask_ppo_4_td_002_target_fq_699_td_002_r_20,1,0,0,0,10815.0,0.0,4.0,0.02,1500.0,699.0,20.0,0.02,1.0,29.0
5,1,mask_ppo_4_td_004,0,1,0,0,11584.0,,4.0,0.04,1500.0,,,,1.0,29.0
5,1,mask_ppo_4_td_006,0,0,0,1,0.0,,4.0,0.06,1500.0,,,,1.0,29.0
5,1,mask_ppo_4_td_006_target_fq_1000_td_002_r_5,1,0,0,0,2047.0,40.0,4.0,0.06,1500.0,1000.0,5.0,0.02,1.0,29.0
5,1,mask_ppo_4_td_006_target_fq_1430_td_002_r_10,0,0,1,0,0.0,40.0,4.0,0.06,1500.0,1430.0,10.0,0.02,1.0,29.0
5,1,mask_ppo_4_td_006_target_fq_2924_td_002_r_20,0,0,1,0,0.0,40.0,4.0,0.06,1500.0,2924.0,20.0,0.02,1.0,29.0
5,1,mask_ppo_4_td_006_target_fq_489_td_002_r_10,1,0,0,0,3930.0,40.0,4.0,0.06,1500.0,489.0,10.0,0.02,1.0,29.0
5,1,mask_ppo_4_td_008,0,1,0,0,10402.0,,4.0,0.08,1500.0,,,,1.0,29.0
5,1,mask_ppo_4_td_01,0,1,0,0,11298.0,,4.0,0.1,1500.0,,,,1.0,29.0
5,1,mask_ppo_4_td_01_target_fq_1000_td_002_r_10,1,0,0,0,1756.0,80.0,4.0,0.1,1500.0,1000.0,10.0,0.02,1.0,29.0
5,1,mask_ppo_4_td_01_target_fq_2045_td_002_r_20,1,0,0,0,6451.0,80.0,4.0,0.1,1500.0,2045.0,20.0,0.02,1.0,29.0
5,1,mask_ppo_64_td_002,0,0,0,1,0.0,,64.0,0.02,1500.0,,,,18.0,463.0
5,1,mask_ppo_64_td_002_target_fq_1430_td_002_r_10,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,1430.0,10.0,0.02,18.0,463.0
5,1,mask_ppo_64_td_002_target_fq_2924_td_002_r_20,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,2924.0,20.0,0.02,18.0,463.0
5,1,mask_ppo_64_td_002_target_fq_699_td_002_r_20,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,699.0,20.0,0.02,18.0,463.0
5,1,mask_ppo_64_td_004,0,0,0,1,0.0,,64.0,0.04,1500.0,,,,18.0,463.0
5,1,mask_ppo_64_td_006,0,0,0,1,0.0,,64.0,0.06,1500.0,,,,19.0,463.0
5,1,mask_ppo_64_td_006_target_fq_1430_td_002_r_10,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,1430.0,10.0,0.02,19.0,463.0
5,1,mask_ppo_64_td_006_target_fq_2045_td_002_r_10,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,2045.0,10.0,0.02,19.0,463.0
5,1,mask_ppo_64_td_006_target_fq_699_td_002_r_20,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,699.0,20.0,0.02,19.0,463.0
5,1,mask_ppo_64_td_01,0,0,0,1,0.0,,64.0,0.1,1500.0,,,,19.0,463.0
5,1,mask_ppo_64_td_01_target_fq_1000_td_002_r_20,1,0,0,0,4660.0,80.0,64.0,0.1,1500.0,1000.0,20.0,0.02,19.0,463.0
5,1,mask_ppo_64_td_01_target_fq_1430_td_002_r_20,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,1430.0,20.0,0.02,19.0,463.0
5,1,mask_ppo_64_td_01_target_fq_2924_td_002_r_10,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,2924.0,10.0,0.02,19.0,463.0
5,1,mask_ppo_64_td_01_target_fq_489_td_002_r_10,1,0,0,0,11087.0,80.0,64.0,0.1,1500.0,489.0,10.0,0.02,19.0,463.0
5,2,mask_ppo_16_td_002,0,0,0,1,0.0,,16.0,0.02,1500.0,,,,4.0,115.0
5,2,mask_ppo_16_td_002_target_fq_1000_td_002_r_5,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,1000.0,5.0,0.02,4.0,115.0
5,2,mask_ppo_16_td_002_target_fq_2045_td_002_r_5,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,2045.0,5.0,0.02,4.0,115.0
5,2,mask_ppo_16_td_004,0,0,0,1,0.0,,16.0,0.04,1500.0,,,,5.0,115.0
5,2,mask_ppo_16_td_006,0,0,0,1,0.0,,16.0,0.06,1500.0,,,,5.0,115.0
5,2,mask_ppo_16_td_006_target_fq_1000_td_002_r_5,1,0,0,0,8711.0,40.0,16.0,0.06,1500.0,1000.0,5.0,0.02,5.0,115.0
5,2,mask_ppo_16_td_006_target_fq_1430_td_002_r_10,1,0,0,0,1810.0,40.0,16.0,0.06,1500.0,1430.0,10.0,0.02,5.0,115.0
5,2,mask_ppo_16_td_006_target_fq_2924_td_002_r_10,1,0,0,0,2223.0,40.0,16.0,0.06,1500.0,2924.0,10.0,0.02,5.0,115.0
5,2,mask_ppo_16_td_006_target_fq_699_td_002_r_5,0,0,1,0,0.0,40.0,16.0,0.06,1500.0,699.0,5.0,0.02,5.0,115.0
5,2,mask_ppo_16_td_01,0,0,0,1,0.0,,16.0,0.1,1500.0,,,,5.0,115.0
5,2,mask_ppo_16_td_01_target_fq_1430_td_002_r_10,1,0,0,0,1272.0,80.0,16.0,0.1,1500.0,1430.0,10.0,0.02,5.0,115.0
5,2,mask_ppo_16_td_01_target_fq_2045_td_002_r_5,1,0,0,0,2779.0,80.0,16.0,0.1,1500.0,2045.0,5.0,0.02,5.0,115.0
5,2,mask_ppo_16_td_01_target_fq_2924_td_002_r_20,1,0,0,0,1398.0,80.0,16.0,0.1,1500.0,2924.0,20.0,0.02,5.0,115.0
5,2,mask_ppo_16_td_01_target_fq_489_td_002_r_20,1,0,0,0,5881.0,80.0,16.0,0.1,1500.0,489.0,20.0,0.02,5.0,115.0
5,2,mask_ppo_4_td_002,0,0,0,1,0.0,,4.0,0.02,1500.0,,,,1.0,29.0
5,2,mask_ppo_4_td_002_target_fq_1000_td_002_r_10,1,0,0,0,2135.0,0.0,4.0,0.02,1500.0,1000.0,10.0,0.02,1.0,29.0
5,2,mask_ppo_4_td_002_target_fq_2045_td_002_r_20,1,0,0,0,1467.0,0.0,4.0,0.02,1500.0,2045.0,20.0,0.02,1.0,29.0
5,2,mask_ppo_4_td_004,0,0,0,1,0.0,,4.0,0.04,1500.0,,,,1.0,29.0
5,2,mask_ppo_4_td_006,0,0,0,1,0.0,,4.0,0.06,1500.0,,,,1.0,29.0
5,2,mask_ppo_4_td_006_target_fq_1430_td_002_r_20,1,0,0,0,1181.0,40.0,4.0,0.06,1500.0,1430.0,20.0,0.02,1.0,29.0
5,2,mask_ppo_4_td_006_target_fq_2924_td_002_r_10,1,0,0,0,1745.0,40.0,4.0,0.06,1500.0,2924.0,10.0,0.02,1.0,29.0
5,2,mask_ppo_4_td_006_target_fq_699_td_002_r_10,1,0,0,0,1937.0,40.0,4.0,0.06,1500.0,699.0,10.0,0.02,1.0,29.0
5,2,mask_ppo_4_td_008,0,0,0,1,0.0,,4.0,0.08,1500.0,,,,1.0,29.0
5,2,mask_ppo_4_td_01,0,0,0,1,0.0,,4.0,0.1,1500.0,,,,1.0,29.0
5,2,mask_ppo_4_td_01_target_fq_1430_td_002_r_10,1,0,0,0,1583.0,80.0,4.0,0.1,1500.0,1430.0,10.0,0.02,1.0,29.0
5,2,mask_ppo_4_td_01_target_fq_2924_td_002_r_10,1,0,0,0,2212.0,80.0,4.0,0.1,1500.0,2924.0,10.0,0.02,1.0,29.0
5,2,mask_ppo_4_td_01_target_fq_489_td_002_r_20,1,0,0,0,1380.0,80.0,4.0,0.1,1500.0,489.0,20.0,0.02,1.0,29.0
5,2,mask_ppo_4_td_01_target_fq_699_td_002_r_20,1,0,0,0,1308.0,80.0,4.0,0.1,1500.0,699.0,20.0,0.02,1.0,29.0
5,2,mask_ppo_64_td_002,0,0,0,1,0.0,,64.0,0.02,1500.0,,,,18.0,463.0
5,2,mask_ppo_64_td_002_target_fq_1000_td_002_r_10,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,1000.0,10.0,0.02,18.0,463.0
5,2,mask_ppo_64_td_002_target_fq_2045_td_002_r_5,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,2045.0,5.0,0.02,18.0,463.0
5,2,mask_ppo_64_td_002_target_fq_489_td_002_r_20,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,489.0,20.0,0.02,18.0,463.0
5,2,mask_ppo_64_td_004,0,0,0,1,0.0,,64.0,0.04,1500.0,,,,18.0,463.0
5,2,mask_ppo_64_td_006,0,0,0,1,0.0,,64.0,0.06,1500.0,,,,19.0,463.0
5,2,mask_ppo_64_td_006_target_fq_1000_td_002_r_20,1,0,0,0,3840.0,40.0,64.0,0.06,1500.0,1000.0,20.0,0.02,19.0,463.0
5,2,mask_ppo_64_td_006_target_fq_2924_td_002_r_5,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,2924.0,5.0,0.02,19.0,463.0
5,2,mask_ppo_64_td_006_target_fq_489_td_002_r_10,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,489.0,10.0,0.02,19.0,463.0
5,2,mask_ppo_64_td_01,0,0,0,1,0.0,,64.0,0.1,1500.0,,,,19.0,463.0
5,2,mask_ppo_64_td_01_target_fq_1000_td_002_r_5,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,1000.0,5.0,0.02,19.0,463.0
5,2,mask_ppo_64_td_01_target_fq_2045_td_002_r_10,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,2045.0,10.0,0.02,19.0,463.0
5,3,mask_ppo_16_td_002,0,0,0,1,0.0,,16.0,0.02,1500.0,,,,4.0,115.0
5,3,mask_ppo_16_td_002_target_fq_1430_td_002_r_5,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,1430.0,5.0,0.02,4.0,115.0
5,3,mask_ppo_16_td_002_target_fq_2924_td_002_r_20,1,0,0,0,1594.0,0.0,16.0,0.02,1500.0,2924.0,20.0,0.02,4.0,115.0
5,3,mask_ppo_16_td_002_target_fq_489_td_002_r_20,1,0,0,0,2396.0,0.0,16.0,0.02,1500.0,489.0,20.0,0.02,4.0,115.0
5,3,mask_ppo_16_td_002_target_fq_489_td_002_r_5,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,489.0,5.0,0.02,4.0,115.0
5,3,mask_ppo_16_td_004,0,0,0,1,0.0,,16.0,0.04,1500.0,,,,5.0,115.0
5,3,mask_ppo_16_td_006,0,0,0,1,0.0,,16.0,0.06,1500.0,,,,5.0,115.0
5,3,mask_ppo_16_td_006_target_fq_1000_td_002_r_20,1,0,0,0,1190.0,40.0,16.0,0.06,1500.0,1000.0,20.0,0.02,5.0,115.0
5,3,mask_ppo_16_td_006_target_fq_2045_td_002_r_10,1,0,0,0,2567.0,40.0,16.0,0.06,1500.0,2045.0,10.0,0.02,5.0,115.0
5,3,mask_ppo_16_td_006_target_fq_2924_td_002_r_5,1,0,0,0,2918.0,40.0,16.0,0.06,1500.0,2924.0,5.0,0.02,5.0,115.0
5,3,mask_ppo_16_td_01,0,0,0,1,0.0,,16.0,0.1,1500.0,,,,5.0,115.0
5,3,mask_ppo_16_td_01_target_fq_2045_td_002_r_20,1,0,0,0,1192.0,80.0,16.0,0.1,1500.0,2045.0,20.0,0.02,5.0,115.0
5,3,mask_ppo_16_td_01_target_fq_699_td_002_r_10,1,0,0,0,3024.0,80.0,16.0,0.1,1500.0,699.0,10.0,0.02,5.0,115.0
5,3,mask_ppo_4_td_002,0,0,0,1,0.0,,4.0,0.02,1500.0,,,,1.0,29.0
5,3,mask_ppo_4_td_002_target_fq_1430_td_002_r_10,1,0,0,0,1221.0,0.0,4.0,0.02,1500.0,1430.0,10.0,0.02,1.0,29.0
5,3,mask_ppo_4_td_002_target_fq_2045_td_002_r_10,1,0,0,0,1297.0,0.0,4.0,0.02,1500.0,2045.0,10.0,0.02,1.0,29.0
5,3,mask_ppo_4_td_002_target_fq_489_td_002_r_20,1,0,0,0,1283.0,0.0,4.0,0.02,1500.0,489.0,20.0,0.02,1.0,29.0
5,3,mask_ppo_4_td_004,0,0,0,1,0.0,,4.0,0.04,1500.0,,,,1.0,29.0
5,3,mask_ppo_4_td_006,0,0,0,1,0.0,,4.0,0.06,1500.0,,,,1.0,29.0
5,3,mask_ppo_4_td_006_target_fq_1000_td_002_r_20,1,0,0,0,1045.0,40.0,4.0,0.06,1500.0,1000.0,20.0,0.02,1.0,29.0
5,3,mask_ppo_4_td_006_target_fq_2045_td_002_r_20,1,0,0,0,1120.0,40.0,4.0,0.06,1500.0,2045.0,20.0,0.02,1.0,29.0
5,3,mask_ppo_4_td_006_target_fq_489_td_002_r_5,1,0,0,0,2773.0,40.0,4.0,0.06,1500.0,489.0,5.0,0.02,1.0,29.0
5,3,mask_ppo_4_td_008,0,0,0,1,0.0,,4.0,0.08,1500.0,,,,1.0,29.0
5,3,mask_ppo_4_td_01,0,0,0,1,0.0,,4.0,0.1,1500.0,,,,1.0,29.0
5,3,mask_ppo_4_td_01_target_fq_1000_td_002_r_20,1,0,0,0,1565.0,80.0,4.0,0.1,1500.0,1000.0,20.0,0.02,1.0,29.0
5,3,mask_ppo_4_td_01_target_fq_2045_td_002_r_10,1,0,0,0,1245.0,80.0,4.0,0.1,1500.0,2045.0,10.0,0.02,1.0,29.0
5,3,mask_ppo_4_td_01_target_fq_699_td_002_r_5,1,0,0,0,1665.0,80.0,4.0,0.1,1500.0,699.0,5.0,0.02,1.0,29.0
5,3,mask_ppo_64_td_002,0,0,0,1,0.0,,64.0,0.02,1500.0,,,,18.0,463.0
5,3,mask_ppo_64_td_002_target_fq_2045_td_002_r_10,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,2045.0,10.0,0.02,18.0,463.0
5,3,mask_ppo_64_td_002_target_fq_2045_td_002_r_20,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,2045.0,20.0,0.02,18.0,463.0
5,3,mask_ppo_64_td_002_target_fq_489_td_002_r_10,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,489.0,10.0,0.02,18.0,463.0
5,3,mask_ppo_64_td_004,0,0,0,1,0.0,,64.0,0.04,1500.0,,,,18.0,463.0
5,3,mask_ppo_64_td_006,0,0,0,1,0.0,,64.0,0.06,1500.0,,,,19.0,463.0
5,3,mask_ppo_64_td_006_target_fq_1430_td_002_r_5,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,1430.0,5.0,0.02,19.0,463.0
5,3,mask_ppo_64_td_006_target_fq_2924_td_002_r_10,1,0,0,0,6873.0,40.0,64.0,0.06,1500.0,2924.0,10.0,0.02,19.0,463.0
5,3,mask_ppo_64_td_006_target_fq_489_td_002_r_20,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,489.0,20.0,0.02,19.0,463.0
5,3,mask_ppo_64_td_01,0,0,0,1,0.0,,64.0,0.1,1500.0,,,,19.0,463.0
5,3,mask_ppo_64_td_01_target_fq_2045_td_002_r_5,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,2045.0,5.0,0.02,19.0,463.0
5,3,mask_ppo_64_td_01_target_fq_699_td_002_r_20,1,0,0,0,6571.0,80.0,64.0,0.1,1500.0,699.0,20.0,0.02,19.0,463.0
5,3,mask_ppo_64_td_01_target_fq_699_td_002_r_5,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,699.0,5.0,0.02,19.0,463.0
5,4,mask_ppo_16_td_002,0,0,0,1,0.0,,16.0,0.02,1500.0,,,,4.0,115.0
5,4,mask_ppo_16_td_002_target_fq_2045_td_002_r_20,1,0,0,0,1423.0,0.0,16.0,0.02,1500.0,2045.0,20.0,0.02,4.0,115.0
5,4,mask_ppo_16_td_002_target_fq_699_td_002_r_20,1,0,0,0,2940.0,0.0,16.0,0.02,1500.0,699.0,20.0,0.02,4.0,115.0
5,4,mask_ppo_16_td_004,0,0,0,1,0.0,,16.0,0.04,1500.0,,,,5.0,115.0
5,4,mask_ppo_16_td_006,0,0,0,1,0.0,,16.0,0.06,1500.0,,,,5.0,115.0
5,4,mask_ppo_16_td_006_target_fq_2045_td_002_r_5,1,0,0,0,8028.0,40.0,16.0,0.06,1500.0,2045.0,5.0,0.02,5.0,115.0
5,4,mask_ppo_16_td_006_target_fq_489_td_002_r_5,1,0,0,0,7347.0,40.0,16.0,0.06,1500.0,489.0,5.0,0.02,5.0,115.0
