Sujet,Bloc,Stim,Hits,FA,Miss,RC,RT,Similarity,m_ppo,m_td,m_iti,t_pi,T.Rate,t_td,m_density,Uncertainty
8,4,mask_ppo_64_td_002_target_fq_489_td_002_r_20,1,0,0,0,2682.0,0.0,64.0,0.02,1500.0,489.0,20.0,0.02,18.0,463.0
8,4,mask_ppo_64_td_004,0,1,0,0,4615.0,,64.0,0.04,1500.0,,,,18.0,463.0
8,4,mask_ppo_64_td_006,0,1,0,0,1607.0,,64.0,0.06,1500.0,,,,19.0,463.0
8,4,mask_ppo_64_td_006_target_fq_1000_td_002_r_20,1,0,0,0,2198.0,40.0,64.0,0.06,1500.0,1000.0,20.0,0.02,19.0,463.0
8,4,mask_ppo_64_td_006_target_fq_2924_td_002_r_5,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,2924.0,5.0,0.02,19.0,463.0
8,4,mask_ppo_64_td_006_target_fq_489_td_002_r_10,1,0,0,0,2392.0,40.0,64.0,0.06,1500.0,489.0,10.0,0.02,19.0,463.0
8,4,mask_ppo_64_td_01,0,1,0,0,4818.0,,64.0,0.1,1500.0,,,,19.0,463.0
8,4,mask_ppo_64_td_01_target_fq_1000_td_002_r_5,1,0,0,0,2151.0,80.0,64.0,0.1,1500.0,1000.0,5.0,0.02,19.0,463.0
8,4,mask_ppo_64_td_01_target_fq_2045_td_002_r_10,1,0,0,0,3297.0,80.0,64.0,0.1,1500.0,2045.0,10.0,0.02,19.0,463.0
8,5,mask_ppo_16_td_002,0,1,0,0,2257.0,,16.0,0.02,1500.0,,,,4.0,115.0
8,5,mask_ppo_16_td_002_target_fq_1000_td_002_r_10,1,0,0,0,1657.0,0.0,16.0,0.02,1500.0,1000.0,10.0,0.02,4.0,115.0
8,5,mask_ppo_16_td_002_target_fq_1430_td_002_r_10,1,0,0,0,1480.0,0.0,16.0,0.02,1500.0,1430.0,10.0,0.02,4.0,115.0
8,5,mask_ppo_16_td_002_target_fq_2924_td_002_r_5,1,0,0,0,2130.0,0.0,16.0,0.02,1500.0,2924.0,5.0,0.02,4.0,115.0
8,5,mask_ppo_16_td_004,0,1,0,0,2123.0,,16.0,0.04,1500.0,,,,5.0,115.0
8,5,mask_ppo_16_td_006,0,1,0,0,2041.0,,16.0,0.06,1500.0,,,,5.0,115.0
8,5,mask_ppo_16_td_006_target_fq_1430_td_002_r_20,1,0,0,0,1410.0,40.0,16.0,0.06,1500.0,1430.0,20.0,0.02,5.0,115.0
8,5,mask_ppo_16_td_006_target_fq_699_td_002_r_20,1,0,0,0,1503.0,40.0,16.0,0.06,1500.0,699.0,20.0,0.02,5.0,115.0
8,5,mask_ppo_16_td_01,0,1,0,0,2857.0,,16.0,0.1,1500.0,,,,5.0,115.0
8,5,mask_ppo_16_td_01_target_fq_1000_td_002_r_10,1,0,0,0,2998.0,80.0,16.0,0.1,1500.0,1000.0,10.0,0.02,5.0,115.0
8,5,mask_ppo_16_td_01_target_fq_2924_td_002_r_5,1,0,0,0,1549.0,80.0,16.0,0.1,1500.0,2924.0,5.0,0.02,5.0,115.0
8,5,mask_ppo_16_td_01_target_fq_699_td_002_r_5,1,0,0,0,1302.0,80.0,16.0,0.1,1500.0,699.0,5.0,0.02,5.0,115.0
8,5,mask_ppo_4_td_002,0,1,0,0,1347.0,,4.0,0.02,1500.0,,,,1.0,29.0
8,5,mask_ppo_4_td_002_target_fq_2045_td_002_r_5,1,0,0,0,1506.0,0.0,4.0,0.02,1500.0,2045.0,5.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_002_target_fq_489_td_002_r_10,1,0,0,0,2179.0,0.0,4.0,0.02,1500.0,489.0,10.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_002_target_fq_699_td_002_r_20,1,0,0,0,1510.0,0.0,4.0,0.02,1500.0,699.0,20.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_004,0,1,0,0,1601.0,,4.0,0.04,1500.0,,,,1.0,29.0
8,5,mask_ppo_4_td_006,0,1,0,0,1440.0,,4.0,0.06,1500.0,,,,1.0,29.0
8,5,mask_ppo_4_td_006_target_fq_1000_td_002_r_5,1,0,0,0,2370.0,40.0,4.0,0.06,1500.0,1000.0,5.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_006_target_fq_1430_td_002_r_10,1,0,0,0,1752.0,40.0,4.0,0.06,1500.0,1430.0,10.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_006_target_fq_2924_td_002_r_20,0,0,1,0,0.0,40.0,4.0,0.06,1500.0,2924.0,20.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_006_target_fq_489_td_002_r_10,1,0,0,0,1700.0,40.0,4.0,0.06,1500.0,489.0,10.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_008,0,1,0,0,1999.0,,4.0,0.08,1500.0,,,,1.0,29.0
8,5,mask_ppo_4_td_01,0,1,0,0,2685.0,,4.0,0.1,1500.0,,,,1.0,29.0
8,5,mask_ppo_4_td_01_target_fq_1000_td_002_r_10,1,0,0,0,2210.0,80.0,4.0,0.1,1500.0,1000.0,10.0,0.02,1.0,29.0
8,5,mask_ppo_4_td_01_target_fq_2045_td_002_r_20,1,0,0,0,3256.0,80.0,4.0,0.1,1500.0,2045.0,20.0,0.02,1.0,29.0
8,5,mask_ppo_64_td_002,0,1,0,0,1526.0,,64.0,0.02,1500.0,,,,18.0,463.0
8,5,mask_ppo_64_td_002_target_fq_1430_td_002_r_10,1,0,0,0,2118.0,0.0,64.0,0.02,1500.0,1430.0,10.0,0.02,18.0,463.0
8,5,mask_ppo_64_td_002_target_fq_2924_td_002_r_20,1,0,0,0,2196.0,0.0,64.0,0.02,1500.0,2924.0,20.0,0.02,18.0,463.0
8,5,mask_ppo_64_td_002_target_fq_699_td_002_r_20,1,0,0,0,2416.0,0.0,64.0,0.02,1500.0,699.0,20.0,0.02,18.0,463.0
8,5,mask_ppo_64_td_004,0,1,0,0,9144.0,,64.0,0.04,1500.0,,,,18.0,463.0
8,5,mask_ppo_64_td_006,0,0,0,1,0.0,,64.0,0.06,1500.0,,,,19.0,463.0
8,5,mask_ppo_64_td_006_target_fq_1430_td_002_r_10,1,0,0,0,1767.0,40.0,64.0,0.06,1500.0,1430.0,10.0,0.02,19.0,463.0
8,5,mask_ppo_64_td_006_target_fq_2045_td_002_r_10,1,0,0,0,2296.0,40.0,64.0,0.06,1500.0,2045.0,10.0,0.02,19.0,463.0
8,5,mask_ppo_64_td_006_target_fq_699_td_002_r_20,1,0,0,0,1928.0,40.0,64.0,0.06,1500.0,699.0,20.0,0.02,19.0,463.0
8,5,mask_ppo_64_td_01,0,1,0,0,1685.0,,64.0,0.1,1500.0,,,,19.0,463.0
8,5,mask_ppo_64_td_01_target_fq_1000_td_002_r_20,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,1000.0,20.0,0.02,19.0,463.0
8,5,mask_ppo_64_td_01_target_fq_1430_td_002_r_20,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,1430.0,20.0,0.02,19.0,463.0
8,5,mask_ppo_64_td_01_target_fq_2924_td_002_r_10,1,0,0,0,1982.0,80.0,64.0,0.1,1500.0,2924.0,10.0,0.02,19.0,463.0
8,5,mask_ppo_64_td_01_target_fq_489_td_002_r_10,1,0,0,0,1432.0,80.0,64.0,0.1,1500.0,489.0,10.0,0.02,19.0,463.0
8,6,mask_ppo_16_td_002,0,1,0,0,1157.0,,16.0,0.02,1500.0,,,,4.0,115.0
8,6,mask_ppo_16_td_002_target_fq_1430_td_002_r_5,1,0,0,0,1608.0,0.0,16.0,0.02,1500.0,1430.0,5.0,0.02,4.0,115.0
8,6,mask_ppo_16_td_002_target_fq_2924_td_002_r_20,1,0,0,0,1102.0,0.0,16.0,0.02,1500.0,2924.0,20.0,0.02,4.0,115.0
8,6,mask_ppo_16_td_002_target_fq_489_td_002_r_20,1,0,0,0,1649.0,0.0,16.0,0.02,1500.0,489.0,20.0,0.02,4.0,115.0
8,6,mask_ppo_16_td_002_target_fq_489_td_002_r_5,1,0,0,0,2592.0,0.0,16.0,0.02,1500.0,489.0,5.0,0.02,4.0,115.0
8,6,mask_ppo_16_td_004,0,1,0,0,1346.0,,16.0,0.04,1500.0,,,,5.0,115.0
8,6,mask_ppo_16_td_006,0,1,0,0,1190.0,,16.0,0.06,1500.0,,,,5.0,115.0
8,6,mask_ppo_16_td_006_target_fq_1000_td_002_r_20,1,0,0,0,2293.0,40.0,16.0,0.06,1500.0,1000.0,20.0,0.02,5.0,115.0
8,6,mask_ppo_16_td_006_target_fq_2045_td_002_r_10,1,0,0,0,2743.0,40.0,16.0,0.06,1500.0,2045.0,10.0,0.02,5.0,115.0
8,6,mask_ppo_16_td_006_target_fq_2924_td_002_r_5,1,0,0,0,1665.0,40.0,16.0,0.06,1500.0,2924.0,5.0,0.02,5.0,115.0
8,6,mask_ppo_16_td_01,0,1,0,0,1404.0,,16.0,0.1,1500.0,,,,5.0,115.0
8,6,mask_ppo_16_td_01_target_fq_2045_td_002_r_20,1,0,0,0,2436.0,80.0,16.0,0.1,1500.0,2045.0,20.0,0.02,5.0,115.0
8,6,mask_ppo_16_td_01_target_fq_699_td_002_r_10,1,0,0,0,2021.0,80.0,16.0,0.1,1500.0,699.0,10.0,0.02,5.0,115.0
8,6,mask_ppo_4_td_002,0,1,0,0,1496.0,,4.0,0.02,1500.0,,,,1.0,29.0
8,6,mask_ppo_4_td_002_target_fq_1430_td_002_r_10,1,0,0,0,2194.0,0.0,4.0,0.02,1500.0,1430.0,10.0,0.02,1.0,29.0
8,6,mask_ppo_4_td_002_target_fq_2045_td_002_r_10,1,0,0,0,1386.0,0.0,4.0,0.02,1500.0,2045.0,10.0,0.02,1.0,29.0
8,6,mask_ppo_4_td_002_target_fq_489_td_002_r_20,1,0,0,0,2143.0,0.0,4.0,0.02,1500.0,489.0,20.0,0.02,1.0,29.0
8,6,mask_ppo_4_td_004,0,1,0,0,1660.0,,4.0,0.04,1500.0,,,,1.0,29.0
8,6,mask_ppo_4_td_006,0,1,0,0,2214.0,,4.0,0.06,1500.0,,,,1.0,29.0
8,6,mask_ppo_4_td_006_target_fq_1000_td_002_r_20,1,0,0,0,937.0,40.0,4.0,0.06,1500.0,1000.0,20.0,0.02,1.0,29.0
8,6,mask_ppo_4_td_006_target_fq_2045_td_002_r_20,1,0,0,0,1473.0,40.0,4.0,0.06,1500.0,2045.0,20.0,0.02,1.0,29.0
8,6,mask_ppo_4_td_006_target_fq_489_td_002_r_5,1,0,0,0,4962.0,40.0,4.0,0.06,1500.0,489.0,5.0,0.02,1.0,29.0
8,6,mask_ppo_4_td_008,0,1,0,0,1388.0,,4.0,0.08,1500.0,,,,1.0,29.0
8,6,mask_ppo_4_td_01,0,1,0,0,862.0,,4.0,0.1,1500.0,,,,1.0,29.0
8,6,mask_ppo_4_td_01_target_fq_1000_td_002_r_20,1,0,0,0,1461.0,80.0,4.0,0.1,1500.0,1000.0,20.0,0.02,1.0,29.0
8,6,mask_ppo_4_td_01_target_fq_2045_td_002_r_10,1,0,0,0,1494.0,80.0,4.0,0.1,1500.0,2045.0,10.0,0.02,1.0,29.0
8,6,mask_ppo_4_td_01_target_fq_699_td_002_r_5,1,0,0,0,3574.0,80.0,4.0,0.1,1500.0,699.0,5.0,0.02,1.0,29.0
8,6,mask_ppo_64_td_002,0,1,0,0,5520.0,,64.0,0.02,1500.0,,,,18.0,463.0
8,6,mask_ppo_64_td_002_target_fq_2045_td_002_r_10,1,0,0,0,2319.0,0.0,64.0,0.02,1500.0,2045.0,10.0,0.02,18.0,463.0
8,6,mask_ppo_64_td_002_target_fq_2045_td_002_r_20,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,2045.0,20.0,0.02,18.0,463.0
8,6,mask_ppo_64_td_002_target_fq_489_td_002_r_10,1,0,0,0,1555.0,0.0,64.0,0.02,1500.0,489.0,10.0,0.02,18.0,463.0
8,6,mask_ppo_64_td_004,0,1,0,0,3737.0,,64.0,0.04,1500.0,,,,18.0,463.0
8,6,mask_ppo_64_td_006,0,1,0,0,2577.0,,64.0,0.06,1500.0,,,,19.0,463.0
8,6,mask_ppo_64_td_006_target_fq_1430_td_002_r_5,1,0,0,0,5176.0,40.0,64.0,0.06,1500.0,1430.0,5.0,0.02,19.0,463.0
8,6,mask_ppo_64_td_006_target_fq_2924_td_002_r_10,1,0,0,0,2070.0,40.0,64.0,0.06,1500.0,2924.0,10.0,0.02,19.0,463.0
8,6,mask_ppo_64_td_006_target_fq_489_td_002_r_20,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,489.0,20.0,0.02,19.0,463.0
8,6,mask_ppo_64_td_01,0,0,0,1,0.0,,64.0,0.1,1500.0,,,,19.0,463.0
8,6,mask_ppo_64_td_01_target_fq_2045_td_002_r_5,1,0,0,0,3249.0,80.0,64.0,0.1,1500.0,2045.0,5.0,0.02,19.0,463.0
8,6,mask_ppo_64_td_01_target_fq_699_td_002_r_20,1,0,0,0,2673.0,80.0,64.0,0.1,1500.0,699.0,20.0,0.02,19.0,463.0
8,6,mask_ppo_64_td_01_target_fq_699_td_002_r_5,1,0,0,0,2819.0,80.0,64.0,0.1,1500.0,699.0,5.0,0.02,19.0,463.0
9,1,mask_ppo_16_td_002,0,1,0,0,2989.0,,16.0,0.02,1500.0,,,,4.0,115.0
9,1,mask_ppo_16_td_002_target_fq_1430_td_002_r_20,1,0,0,0,2644.0,0.0,16.0,0.02,1500.0,1430.0,20.0,0.02,4.0,115.0
9,1,mask_ppo_16_td_002_target_fq_2924_td_002_r_10,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,2924.0,10.0,0.02,4.0,115.0
9,1,mask_ppo_16_td_002_target_fq_699_td_002_r_5,1,0,0,0,7612.0,0.0,16.0,0.02,1500.0,699.0,5.0,0.02,4.0,115.0
9,1,mask_ppo_16_td_004,0,0,0,1,0.0,,16.0,0.04,1500.0,,,,5.0,115.0
9,1,mask_ppo_16_td_006,0,0,0,1,0.0,,16.0,0.06,1500.0,,,,5.0,115.0
9,1,mask_ppo_16_td_006_target_fq_1430_td_002_r_5,1,0,0,0,4026.0,40.0,16.0,0.06,1500.0,1430.0,5.0,0.02,5.0,115.0
9,1,mask_ppo_16_td_006_target_fq_2924_td_002_r_20,1,0,0,0,1260.0,40.0,16.0,0.06,1500.0,2924.0,20.0,0.02,5.0,115.0
9,1,mask_ppo_16_td_006_target_fq_489_td_002_r_20,1,0,0,0,1534.0,40.0,16.0,0.06,1500.0,489.0,20.0,0.02,5.0,115.0
9,1,mask_ppo_16_td_01,0,1,0,0,11602.0,,16.0,0.1,1500.0,,,,5.0,115.0
9,1,mask_ppo_16_td_01_target_fq_1430_td_002_r_5,0,0,1,0,0.0,80.0,16.0,0.1,1500.0,1430.0,5.0,0.02,5.0,115.0
9,1,mask_ppo_16_td_01_target_fq_2045_td_002_r_10,1,0,0,0,1282.0,80.0,16.0,0.1,1500.0,2045.0,10.0,0.02,5.0,115.0
9,1,mask_ppo_16_td_01_target_fq_699_td_002_r_20,1,0,0,0,1489.0,80.0,16.0,0.1,1500.0,699.0,20.0,0.02,5.0,115.0
9,1,mask_ppo_4_td_002,0,0,0,1,0.0,,4.0,0.02,1500.0,,,,1.0,29.0
9,1,mask_ppo_4_td_002_target_fq_1000_td_002_r_20,1,0,0,0,1915.0,0.0,4.0,0.02,1500.0,1000.0,20.0,0.02,1.0,29.0
9,1,mask_ppo_4_td_002_target_fq_2924_td_002_r_10,1,0,0,0,6400.0,0.0,4.0,0.02,1500.0,2924.0,10.0,0.02,1.0,29.0
9,1,mask_ppo_4_td_002_target_fq_699_td_002_r_10,1,0,0,0,2847.0,0.0,4.0,0.02,1500.0,699.0,10.0,0.02,1.0,29.0
9,1,mask_ppo_4_td_004,0,0,0,1,0.0,,4.0,0.04,1500.0,,,,1.0,29.0
9,1,mask_ppo_4_td_006,0,1,0,0,11988.0,,4.0,0.06,1500.0,,,,1.0,29.0
9,1,mask_ppo_4_td_006_target_fq_1000_td_002_r_10,1,0,0,0,2124.0,40.0,4.0,0.06,1500.0,1000.0,10.0,0.02,1.0,29.0
9,1,mask_ppo_4_td_006_target_fq_2924_td_002_r_5,1,0,0,0,1773.0,40.0,4.0,0.06,1500.0,2924.0,5.0,0.02,1.0,29.0
9,1,mask_ppo_4_td_006_target_fq_699_td_002_r_5,1,0,0,0,1649.0,40.0,4.0,0.06,1500.0,699.0,5.0,0.02,1.0,29.0
9,1,mask_ppo_4_td_008,0,1,0,0,4296.0,,4.0,0.08,1500.0,,,,1.0,29.0
9,1,mask_ppo_4_td_01,0,1,0,0,4067.0,,4.0,0.1,1500.0,,,,1.0,29.0
9,1,mask_ppo_4_td_01_target_fq_1430_td_002_r_5,1,0,0,0,2530.0,80.0,4.0,0.1,1500.0,1430.0,5.0,0.02,1.0,29.0
9,1,mask_ppo_4_td_01_target_fq_2924_td_002_r_20,1,0,0,0,9733.0,80.0,4.0,0.1,1500.0,2924.0,20.0,0.02,1.0,29.0
9,1,mask_ppo_4_td_01_target_fq_489_td_002_r_10,1,0,0,0,6014.0,80.0,4.0,0.1,1500.0,489.0,10.0,0.02,1.0,29.0
9,1,mask_ppo_4_td_01_target_fq_699_td_002_r_10,1,0,0,0,10472.0,80.0,4.0,0.1,1500.0,699.0,10.0,0.02,1.0,29.0
9,1,mask_ppo_64_td_002,0,0,0,1,0.0,,64.0,0.02,1500.0,,,,18.0,463.0
9,1,mask_ppo_64_td_002_target_fq_1000_td_002_r_20,1,0,0,0,2147.0,0.0,64.0,0.02,1500.0,1000.0,20.0,0.02,18.0,463.0
9,1,mask_ppo_64_td_002_target_fq_1430_td_002_r_20,1,0,0,0,11209.0,0.0,64.0,0.02,1500.0,1430.0,20.0,0.02,18.0,463.0
9,1,mask_ppo_64_td_002_target_fq_699_td_002_r_5,0,0,1,0,0.0,0.0,64.0,0.02,1500.0,699.0,5.0,0.02,18.0,463.0
9,1,mask_ppo_64_td_004,0,1,0,0,9437.0,,64.0,0.04,1500.0,,,,18.0,463.0
9,1,mask_ppo_64_td_006,0,0,0,1,0.0,,64.0,0.06,1500.0,,,,19.0,463.0
9,1,mask_ppo_64_td_006_target_fq_1000_td_002_r_10,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,1000.0,10.0,0.02,19.0,463.0
9,1,mask_ppo_64_td_006_target_fq_2045_td_002_r_20,1,0,0,0,1451.0,40.0,64.0,0.06,1500.0,2045.0,20.0,0.02,19.0,463.0
9,1,mask_ppo_64_td_006_target_fq_489_td_002_r_5,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,489.0,5.0,0.02,19.0,463.0
9,1,mask_ppo_64_td_01,0,0,0,1,0.0,,64.0,0.1,1500.0,,,,19.0,463.0
9,1,mask_ppo_64_td_01_target_fq_1000_td_002_r_10,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,1000.0,10.0,0.02,19.0,463.0
9,1,mask_ppo_64_td_01_target_fq_2045_td_002_r_20,1,0,0,0,2262.0,80.0,64.0,0.1,1500.0,2045.0,20.0,0.02,19.0,463.0
9,2,mask_ppo_16_td_002,0,0,0,1,0.0,,16.0,0.02,1500.0,,,,4.0,115.0
9,2,mask_ppo_16_td_002_target_fq_1000_td_002_r_20,1,0,0,0,1257.0,0.0,16.0,0.02,1500.0,1000.0,20.0,0.02,4.0,115.0
9,2,mask_ppo_16_td_002_target_fq_2045_td_002_r_10,1,0,0,0,1027.0,0.0,16.0,0.02,1500.0,2045.0,10.0,0.02,4.0,115.0
9,2,mask_ppo_16_td_002_target_fq_489_td_002_r_10,1,0,0,0,4133.0,0.0,16.0,0.02,1500.0,489.0,10.0,0.02,4.0,115.0
9,2,mask_ppo_16_td_002_target_fq_699_td_002_r_10,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,699.0,10.0,0.02,4.0,115.0
9,2,mask_ppo_16_td_004,0,0,0,1,0.0,,16.0,0.04,1500.0,,,,5.0,115.0
9,2,mask_ppo_16_td_006,0,0,0,1,0.0,,16.0,0.06,1500.0,,,,5.0,115.0
9,2,mask_ppo_16_td_006_target_fq_1000_td_002_r_10,1,0,0,0,2287.0,40.0,16.0,0.06,1500.0,1000.0,10.0,0.02,5.0,115.0
9,2,mask_ppo_16_td_006_target_fq_2045_td_002_r_20,1,0,0,0,2044.0,40.0,16.0,0.06,1500.0,2045.0,20.0,0.02,5.0,115.0
9,2,mask_ppo_16_td_006_target_fq_489_td_002_r_10,1,0,0,0,1785.0,40.0,16.0,0.06,1500.0,489.0,10.0,0.02,5.0,115.0
9,2,mask_ppo_16_td_01,0,0,0,1,0.0,,16.0,0.1,1500.0,,,,5.0,115.0
9,2,mask_ppo_16_td_01_target_fq_1000_td_002_r_5,1,0,0,0,2728.0,80.0,16.0,0.1,1500.0,1000.0,5.0,0.02,5.0,115.0
9,2,mask_ppo_16_td_01_target_fq_1430_td_002_r_20,1,0,0,0,1079.0,80.0,16.0,0.1,1500.0,1430.0,20.0,0.02,5.0,115.0
9,2,mask_ppo_16_td_01_target_fq_489_td_002_r_5,1,0,0,0,1509.0,80.0,16.0,0.1,1500.0,489.0,5.0,0.02,5.0,115.0
9,2,mask_ppo_4_td_002,0,0,0,1,0.0,,4.0,0.02,1500.0,,,,1.0,29.0
9,2,mask_ppo_4_td_002_target_fq_1430_td_002_r_5,0,0,1,0,0.0,0.0,4.0,0.02,1500.0,1430.0,5.0,0.02,1.0,29.0
9,2,mask_ppo_4_td_002_target_fq_2924_td_002_r_5,1,0,0,0,5265.0,0.0,4.0,0.02,1500.0,2924.0,5.0,0.02,1.0,29.0
9,2,mask_ppo_4_td_002_target_fq_699_td_002_r_5,1,0,0,0,3984.0,0.0,4.0,0.02,1500.0,699.0,5.0,0.02,1.0,29.0
9,2,mask_ppo_4_td_004,0,0,0,1,0.0,,4.0,0.04,1500.0,,,,1.0,29.0
9,2,mask_ppo_4_td_006,0,0,0,1,0.0,,4.0,0.06,1500.0,,,,1.0,29.0
9,2,mask_ppo_4_td_006_target_fq_1430_td_002_r_5,1,0,0,0,1825.0,40.0,4.0,0.06,1500.0,1430.0,5.0,0.02,1.0,29.0
9,2,mask_ppo_4_td_006_target_fq_2045_td_002_r_10,1,0,0,0,1210.0,40.0,4.0,0.06,1500.0,2045.0,10.0,0.02,1.0,29.0
9,2,mask_ppo_4_td_006_target_fq_489_td_002_r_20,1,0,0,0,1157.0,40.0,4.0,0.06,1500.0,489.0,20.0,0.02,1.0,29.0
9,2,mask_ppo_4_td_008,0,0,0,1,0.0,,4.0,0.08,1500.0,,,,1.0,29.0
9,2,mask_ppo_4_td_01,0,0,0,1,0.0,,4.0,0.1,1500.0,,,,1.0,29.0
9,2,mask_ppo_4_td_01_target_fq_1430_td_002_r_20,1,0,0,0,1254.0,80.0,4.0,0.1,1500.0,1430.0,20.0,0.02,1.0,29.0
9,2,mask_ppo_4_td_01_target_fq_2924_td_002_r_5,1,0,0,0,1399.0,80.0,4.0,0.1,1500.0,2924.0,5.0,0.02,1.0,29.0
9,2,mask_ppo_64_td_002,0,1,0,0,8389.0,,64.0,0.02,1500.0,,,,18.0,463.0
9,2,mask_ppo_64_td_002_target_fq_1000_td_002_r_5,1,0,0,0,2706.0,0.0,64.0,0.02,1500.0,1000.0,5.0,0.02,18.0,463.0
9,2,mask_ppo_64_td_002_target_fq_2924_td_002_r_10,1,0,0,0,8368.0,0.0,64.0,0.02,1500.0,2924.0,10.0,0.02,18.0,463.0
9,2,mask_ppo_64_td_004,0,0,0,1,0.0,,64.0,0.04,1500.0,,,,18.0,463.0
9,2,mask_ppo_64_td_006,0,1,0,0,10141.0,,64.0,0.06,1500.0,,,,19.0,463.0
9,2,mask_ppo_64_td_006_target_fq_1000_td_002_r_5,1,0,0,0,9601.0,40.0,64.0,0.06,1500.0,1000.0,5.0,0.02,19.0,463.0
9,2,mask_ppo_64_td_006_target_fq_2045_td_002_r_5,1,0,0,0,5539.0,40.0,64.0,0.06,1500.0,2045.0,5.0,0.02,19.0,463.0
9,2,mask_ppo_64_td_006_target_fq_699_td_002_r_5,0,0,1,0,0.0,40.0,64.0,0.06,1500.0,699.0,5.0,0.02,19.0,463.0
9,2,mask_ppo_64_td_01,0,0,0,1,0.0,,64.0,0.1,1500.0,,,,19.0,463.0
9,2,mask_ppo_64_td_01_target_fq_1430_td_002_r_5,0,0,1,0,0.0,80.0,64.0,0.1,1500.0,1430.0,5.0,0.02,19.0,463.0
9,2,mask_ppo_64_td_01_target_fq_2924_td_002_r_20,1,0,0,0,1741.0,80.0,64.0,0.1,1500.0,2924.0,20.0,0.02,19.0,463.0
9,2,mask_ppo_64_td_01_target_fq_2924_td_002_r_5,1,0,0,0,11898.0,80.0,64.0,0.1,1500.0,2924.0,5.0,0.02,19.0,463.0
9,2,mask_ppo_64_td_01_target_fq_699_td_002_r_10,1,0,0,0,9138.0,80.0,64.0,0.1,1500.0,699.0,10.0,0.02,19.0,463.0
9,3,mask_ppo_16_td_002,0,1,0,0,4372.0,,16.0,0.02,1500.0,,,,4.0,115.0
9,3,mask_ppo_16_td_002_target_fq_1000_td_002_r_5,1,0,0,0,10305.0,0.0,16.0,0.02,1500.0,1000.0,5.0,0.02,4.0,115.0
9,3,mask_ppo_16_td_002_target_fq_2045_td_002_r_5,0,0,1,0,0.0,0.0,16.0,0.02,1500.0,2045.0,5.0,0.02,4.0,115.0
9,3,mask_ppo_16_td_004,0,1,0,0,5582.0,,16.0,0.04,1500.0,,,,5.0,115.0
9,3,mask_ppo_16_td_006,0,0,0,1,0.0,,16.0,0.06,1500.0,,,,5.0,115.0
9,3,mask_ppo_16_td_006_target_fq_1000_td_002_r_5,1,0,0,0,2727.0,40.0,16.0,0.06,1500.0,1000.0,5.0,0.02,5.0,115.0
9,3,mask_ppo_16_td_006_target_fq_1430_td_002_r_10,1,0,0,0,3316.0,40.0,16.0,0.06,1500.0,1430.0,10.0,0.02,5.0,115.0
9,3,mask_ppo_16_td_006_target_fq_2924_td_002_r_10,1,0,0,0,1529.0,40.0,16.0,0.06,1500.0,2924.0,10.0,0.02,5.0,115.0
9,3,mask_ppo_16_td_006_target_fq_699_td_002_r_5,1,0,0,0,3226.0,40.0,16.0,0.06,1500.0,699.0,5.0,0.02,5.0,115.0
9,3,mask_ppo_16_td_01,0,0,0,1,0.0,,16.0,0.1,1500.0,,,,5.0,115.0
9,3,mask_ppo_16_td_01_target_fq_1430_td_002_r_10,1,0,0,0,1418.0,80.0,16.0,0.1,1500.0,1430.0,10.0,0.02,5.0,115.0
9,3,mask_ppo_16_td_01_target_fq_2045_td_002_r_5,1,0,0,0,1429.0,80.0,16.0,0.1,1500.0,2045.0,5.0,0.02,5.0,115.0
9,3,mask_ppo_16_td_01_target_fq_2924_td_002_r_20,1,0,0,0,1175.0,80.0,16.0,0.1,1500.0,2924.0,20.0,0.02,5.0,115.0
9,3,mask_ppo_16_td_01_target_fq_489_td_002_r_20,1,0,0,0,1225.0,80.0,16.0,0.1,1500.0,489.0,20.0,0.02,5.0,115.0
9,3,mask_ppo_4_td_002,0,0,0,1,0.0,,4.0,0.02,1500.0,,,,1.0,29.0
9,3,mask_ppo_4_td_002_target_fq_1000_td_002_r_10,1,0,0,0,1391.0,0.0,4.0,0.02,1500.0,1000.0,10.0,0.02,1.0,29.0
9,3,mask_ppo_4_td_002_target_fq_2045_td_002_r_20,1,0,0,0,1540.0,0.0,4.0,0.02,1500.0,2045.0,20.0,0.02,1.0,29.0
9,3,mask_ppo_4_td_004,0,0,0,1,0.0,,4.0,0.04,1500.0,,,,1.0,29.0
9,3,mask_ppo_4_td_006,0,0,0,1,0.0,,4.0,0.06,1500.0,,,,1.0,29.0
